scope,stratum,subject,timepoint_merged,day_merged_numeric,gene,n_cells,total_counts,gene_counts,cpm,log2_cpm
cell_type,Monocyte,Subject5,D4,4.0,CD69,487,2056650.0,208.0,101.1353414533343,6.674338351945873
cell_type,Monocyte,Subject5,D4,4.0,DUSP2,487,2056650.0,991.0,481.8515547127611,8.915435912590087
cell_type,Monocyte,Subject5,D4,4.0,CXCR4,487,2056650.0,2781.0,1352.1989643352051,10.40215826274683
cell_type,Monocyte,Subject5,D4,4.0,ACTG1,487,2056650.0,7441.0,3618.0195949724066,11.821383203782593
cell_type,Monocyte,Subject5,D4,4.0,LDHB,487,2056650.0,440.0,213.94014538205334,7.747791156646983
cell_type,Monocyte,Subject5,D4,4.0,ARPC1B,487,2056650.0,2628.0,1277.8061410546277,10.320581861988078
cell_type,Monocyte,Subject5,D4,4.0,COX5A,487,2056650.0,786.0,382.1748960688498,8.581859234921493
cell_type,Monocyte,Subject5,D4,4.0,C1QBP,487,2056650.0,285.0,138.57486689519362,7.124895370075388
cell_type,Monocyte,Subject5,D4,4.0,NAP1L1,487,2056650.0,1761.0,856.2468091313544,9.743566818904792
cell_type,Monocyte,Subject5,D4,4.0,ATP5G3,487,2056650.0,764.0,371.4778887997472,8.541010975978365
cell_type,Monocyte,Subject5,D4,4.0,PPIB,487,2056650.0,1186.0,576.665937325262,9.174091616942375
cell_type,Monocyte,Subject5,D4,4.0,H2AFY,487,2056650.0,935.0,454.62280893686335,8.83169616139587
cell_type,Monocyte,Subject5,D4,4.0,COX8A,487,2056650.0,1504.0,731.2863151241096,9.516264024960764
cell_type,Monocyte,Subject5,D4,4.0,SET,487,2056650.0,536.0,260.6179952835922,8.031317969194417
cell_type,Monocyte,Subject5,D4,4.0,TXN,487,2056650.0,1333.0,648.1413949869934,9.34238894785823
cell_type,Monocyte,Subject5,D4,4.0,IDH2,487,2056650.0,190.0,92.38324459679576,6.545091810715119
cell_type,Monocyte,Subject5,D4,4.0,UCP2,487,2056650.0,982.0,477.47550628449176,8.902301263145688
cell_type,Monocyte,Subject5,D4,4.0,OSTC,487,2056650.0,380.0,184.76648919359153,7.537346464183308
cell_type,Monocyte,Subject5,D4,4.0,MIF,487,2056650.0,1161.0,564.5102472467362,9.14340935637374
cell_type,Monocyte,Subject5,D4,4.0,CLIC1,487,2056650.0,3220.0,1565.6528821141178,10.613469846905828
cell_type,Monocyte,Subject5,D4,4.0,MZT2B,487,2056650.0,252.0,122.52935599153965,6.948710119930429
cell_type,Monocyte,Subject5,D4,4.0,PPM1G,487,2056650.0,278.0,135.17127367320643,7.089278578144625
cell_type,Monocyte,Subject5,D4,4.0,PDIA6,487,2056650.0,273.0,132.74013565750127,7.0632886755851665
cell_type,Monocyte,Subject5,D4,4.0,DUT,487,2056650.0,228.0,110.85989351615491,6.805549051853191
cell_type,Monocyte,Subject5,D4,4.0,SNX3,487,2056650.0,786.0,382.1748960688498,8.581859234921493
cell_type,Monocyte,Subject5,D4,4.0,NDUFB3,487,2056650.0,243.0,118.15330756327036,6.896675189468221
cell_type,Monocyte,Subject5,D4,4.0,GNG5,487,2056650.0,2762.0,1342.9606398755257,10.392275171671695
cell_type,Monocyte,Subject5,D4,4.0,MTRNR2L8,487,2056650.0,229.0,111.34612111929593,6.811806504425524
cell_type,Monocyte,Subject5,D4,4.0,CD52,487,2056650.0,2101.0,1021.5641941993047,9.997975699707768
cell_type,Monocyte,Subject5,D4,4.0,RPLP0,487,2056650.0,9452.0,4595.823304889018,12.1664214968121
cell_type,Monocyte,Subject5,D4,4.0,RPS2,487,2056650.0,12255.0,5958.719276493327,12.54102866099563
cell_type,Monocyte,Subject5,D4,4.0,IL32,487,2056650.0,69.0,33.54970461673109,5.110601471208598
cell_type,Monocyte,Subject5,D4,4.0,FOS,487,2056650.0,3284.0,1596.7714487151434,10.641845339118824
cell_type,Monocyte,Subject5,D4,4.0,JUN,487,2056650.0,651.0,316.53416964481073,8.310768037485188
cell_type,Monocyte,Subject5,D4,4.0,AC090498.1,487,2056650.0,5695.0,2769.066199888168,11.435704739315302
cell_type,Monocyte,Subject5,D4,4.0,MT-ND1,487,2056650.0,15204.0,7392.604478156225,12.852062153090552
cell_type,Monocyte,Subject5,D4,4.0,CCR7,487,2056650.0,209.0,101.62156905647534,6.681190179008489
cell_type,Monocyte,Subject5,D4,4.0,S100A4,487,2056650.0,15555.0,7563.270366858727,12.884985214575277
cell_type,Monocyte,Subject5,D4,4.0,PSAP,487,2056650.0,7393.0,3594.680670021637,11.812049186428622
cell_type,Monocyte,Subject5,D4,4.0,NKG7,487,2056650.0,150.0,72.93414047115454,6.208168804517697
cell_type,Monocyte,Subject5,D4,4.0,CST7,487,2056650.0,123.0,59.80599518634673,5.926141668543247
cell_type,Monocyte,Subject5,D4,4.0,CCL5,487,2056650.0,311.0,151.21678457686042,7.2499836398821795
cell_type,Monocyte,Subject5,D4,4.0,GNLY,487,2056650.0,22.0,10.697007269102668,3.5480675520195084
cell_type,Monocyte,Subject5,D4,4.0,CTSW,487,2056650.0,32.0,15.55928330051297,4.049568328040352
cell_type,Monocyte,Subject5,D4,4.0,HCST,487,2056650.0,1271.0,617.9952835922495,9.273784606703773
cell_type,Monocyte,Subject5,D4,4.0,HLA-DRA,487,2056650.0,13379.0,6505.239102423845,12.667608126644978
cell_type,Monocyte,Subject5,D4,4.0,HLA-DRB1,487,2056650.0,12996.0,6319.01393042083,12.625712023021253
cell_type,Monocyte,Subject5,D4,4.0,HLA-DPB1,487,2056650.0,8058.0,3918.0220261104223,11.93627796601532
cell_type,Monocyte,Subject5,D4,4.0,HLA-DPA1,487,2056650.0,8010.0,3894.6831011596532,11.92766060916135
cell_type,Monocyte,Subject5,D4,4.0,HLA-DRB5,487,2056650.0,7620.0,3705.054335934651,11.855668318107353
cell_type,Monocyte,Subject5,D6,6.0,VIM,447,1817701.0,34242.0,18838.081730713686,14.201441025241555
cell_type,Monocyte,Subject5,D6,6.0,FTH1,447,1817701.0,89554.0,49267.72885089462,15.588384629682036
cell_type,Monocyte,Subject5,D6,6.0,EEF1A1,447,1817701.0,36249.0,19942.223721063034,14.283611012479025
cell_type,Monocyte,Subject5,D6,6.0,B2M,447,1817701.0,22162.0,12192.324260150597,13.573803880390543
cell_type,Monocyte,Subject5,D6,6.0,MT-CO2,447,1817701.0,34926.0,19214.381243119744,14.229973980051225
cell_type,Monocyte,Subject5,D6,6.0,MT-CO1,447,1817701.0,42614.0,23443.899739286055,14.51698648902217
cell_type,Monocyte,Subject5,D6,6.0,MT-ATP6,447,1817701.0,22525.0,12392.027071559074,13.597240997030626
cell_type,Monocyte,Subject5,D6,6.0,MT-CYB,447,1817701.0,14697.0,8085.488207356436,12.981297591050591
cell_type,Monocyte,Subject5,D6,6.0,RPS12,447,1817701.0,18075.0,9943.879658975817,13.279738198059041
cell_type,Monocyte,Subject5,D6,6.0,MT-CO3,447,1817701.0,22848.0,12569.7240635286,13.617780129767478
cell_type,Monocyte,Subject5,D6,6.0,MALAT1,447,1817701.0,40972.0,22540.560851317132,14.460299795436287
cell_type,Monocyte,Subject5,D6,6.0,ANXA1,447,1817701.0,6195.0,3408.151285607479,11.735196907065388
cell_type,Monocyte,Subject5,D6,6.0,MT-ND3,447,1817701.0,21217.0,11672.436775905388,13.510941746902262
cell_type,Monocyte,Subject5,D6,6.0,TMSB4X,447,1817701.0,22584.0,12424.485655231527,13.60101462076971
cell_type,Monocyte,Subject5,D6,6.0,HLA-B,447,1817701.0,16265.0,8948.1163293633,13.127529516738875
cell_type,Monocyte,Subject5,D6,6.0,S100A10,447,1817701.0,15240.0,8384.217206240191,13.033632439746516
cell_type,Monocyte,Subject5,D6,6.0,TAGLN2,447,1817701.0,4351.0,2393.683009471855,11.225618979901204
cell_type,Monocyte,Subject5,D6,6.0,GAPDH,447,1817701.0,13080.0,7195.902956536856,12.813160489760882
cell_type,Monocyte,Subject5,D6,6.0,RPS8,447,1817701.0,18101.0,9958.183441611134,13.2818117445226
cell_type,Monocyte,Subject5,D6,6.0,PTMA,447,1817701.0,8401.0,4621.772227665607,12.174542564797557
cell_type,Monocyte,Subject5,D6,6.0,SRGN,447,1817701.0,10649.0,5858.499280134632,12.5165616699698
cell_type,Monocyte,Subject5,D6,6.0,S100A11,447,1817701.0,10027.0,5516.3087878589495,12.429749010872854
cell_type,Monocyte,Subject5,D6,6.0,MT-ND4L,447,1817701.0,6629.0,3646.9144265200935,11.832856171543273
cell_type,Monocyte,Subject5,D6,6.0,SH3BGRL3,447,1817701.0,10055.0,5531.712861466214,12.433771336928622
cell_type,Monocyte,Subject5,D6,6.0,LMNA,447,1817701.0,3853.0,2119.7105574569196,11.050332014527967
cell_type,Monocyte,Subject5,D6,6.0,FTL,447,1817701.0,46391.0,25521.79923980897,14.639498946423469
cell_type,Monocyte,Subject5,D6,6.0,SAT1,447,1817701.0,10949.0,6023.542925926761,12.55663607479925
cell_type,Monocyte,Subject5,D6,6.0,NEAT1,447,1817701.0,13619.0,7492.431373476716,12.87141078997922
cell_type,Monocyte,Subject5,D6,6.0,S100A6,447,1817701.0,18184.0,10003.845516946956,13.2884112705657
cell_type,Monocyte,Subject5,D6,6.0,TYROBP,447,1817701.0,9564.0,5261.591427853095,12.361557677233419
cell_type,Monocyte,Subject5,D6,6.0,CD74,447,1817701.0,31832.0,17512.231109516913,14.096157658388718
cell_type,Monocyte,Subject5,D6,6.0,LYZ,447,1817701.0,31050.0,17082.01733948543,14.060275197379626
cell_type,Monocyte,Subject5,D6,6.0,TMSB10,447,1817701.0,18805.0,10345.485863736665,13.33685322574416
cell_type,Monocyte,Subject5,D6,6.0,ACTB,447,1817701.0,21541.0,11850.683913360888,13.532804434526275
cell_type,Monocyte,Subject5,D6,6.0,MT-ND4,447,1817701.0,13841.0,7614.563671362892,12.894735107426419
cell_type,Monocyte,Subject5,D6,6.0,MT-ND2,447,1817701.0,11426.0,6285.962322736247,12.618147401848054
cell_type,Monocyte,Subject5,D6,6.0,CST3,447,1817701.0,10349.0,5693.455634342502,12.475342217697927
cell_type,Monocyte,Subject5,D6,6.0,LY6E,447,1817701.0,497.0,273.4223065289616,8.100253946105905
cell_type,Monocyte,Subject5,D6,6.0,ISG15,447,1817701.0,155.0,85.2725503259337,6.430829699389337
cell_type,Monocyte,Subject5,D6,6.0,IFITM1,447,1817701.0,280.0,154.04073607265443,7.276503515007278
cell_type,Monocyte,Subject5,D6,6.0,IFITM2,447,1817701.0,2543.0,1399.0199708312862,10.451231691556444
cell_type,Monocyte,Subject5,D6,6.0,IFI6,447,1817701.0,254.0,139.7369534373365,7.136857377915723
cell_type,Monocyte,Subject5,D6,6.0,IFITM3,447,1817701.0,2290.0,1259.8331628799237,10.300161671343442
cell_type,Monocyte,Subject5,D6,6.0,MX1,447,1817701.0,104.0,57.21513054127164,5.863322263826513
cell_type,Monocyte,Subject5,D6,6.0,PSME2,447,1817701.0,669.0,368.0473301164493,8.527662042769
cell_type,Monocyte,Subject5,D6,6.0,IRF7,447,1817701.0,350.0,192.550920090818,7.596569355618874
cell_type,Monocyte,Subject5,D6,6.0,XAF1,447,1817701.0,59.0,32.45858367245218,5.064304471166893
cell_type,Monocyte,Subject5,D6,6.0,HLA-A,447,1817701.0,6089.0,3349.8358640942597,11.710305304580551
cell_type,Monocyte,Subject5,D6,6.0,MT2A,447,1817701.0,465.0,255.8176509778011,8.004600551514619
cell_type,Monocyte,Subject5,D6,6.0,MYL12A,447,1817701.0,1486.0,817.5161921570159,9.676867146625119
cell_type,Monocyte,Subject5,D6,6.0,IFI44L,447,1817701.0,26.0,14.30378263531791,3.9358163827551227
cell_type,Monocyte,Subject5,D6,6.0,PFN1,447,1817701.0,7409.0,4076.027905579631,11.993302116176693
cell_type,Monocyte,Subject5,D6,6.0,UBC,447,1817701.0,3556.0,1956.317348122711,10.934661969827303
cell_type,Monocyte,Subject5,D6,6.0,IFIT3,447,1817701.0,22.0,12.103200691422847,3.711847353797328
cell_type,Monocyte,Subject5,D6,6.0,OAS1,447,1817701.0,90.0,49.51309373763892,5.65858549902563
cell_type,Monocyte,Subject5,D6,6.0,TYMP,447,1817701.0,2099.0,1154.7553750589343,10.174620356777657
cell_type,Monocyte,Subject5,D6,6.0,EPSTI1,447,1817701.0,54.0,29.70785624258335,4.940535894203845
cell_type,Monocyte,Subject5,D6,6.0,TNFAIP3,447,1817701.0,713.0,392.25373149929504,8.619316644900714
cell_type,Monocyte,Subject5,D6,6.0,H3F3B,447,1817701.0,10748.0,5912.963683246035,12.529909668776105
cell_type,Monocyte,Subject5,D6,6.0,NFKBIA,447,1817701.0,5476.0,3012.5966811923413,11.557270634252628
cell_type,Monocyte,Subject5,D6,6.0,ZFP36,447,1817701.0,4693.0,2581.832765674883,11.334738518926281
cell_type,Monocyte,Subject5,D6,6.0,NR4A2,447,1817701.0,802.0,441.2166797509601,8.78860963225171
cell_type,Monocyte,Subject5,D6,6.0,MYADM,447,1817701.0,4611.0,2536.7208358250336,11.3093176576542
cell_type,Monocyte,Subject5,D6,6.0,REL,447,1817701.0,1274.0,700.8853491305775,9.455091579636013
cell_type,Monocyte,Subject5,D6,6.0,TSC22D3,447,1817701.0,1620.0,891.2356872775006,9.801281043365481
cell_type,Monocyte,Subject5,D6,6.0,CREM,447,1817701.0,1011.0,556.1970863194772,9.122043903630201
cell_type,Monocyte,Subject5,D6,6.0,JUNB,447,1817701.0,3401.0,1871.0447977967774,10.870399243507528
cell_type,Monocyte,Subject5,D6,6.0,KDM6B,447,1817701.0,2204.0,1212.5206510861797,10.24498294442111
cell_type,Monocyte,Subject5,D6,6.0,MCL1,447,1817701.0,3861.0,2124.1117213447096,11.053322973250369
cell_type,Monocyte,Subject5,D6,6.0,CD69,447,1817701.0,145.0,79.77109546619603,6.3357672011306265
cell_type,Monocyte,Subject5,D6,6.0,DUSP2,447,1817701.0,1099.0,604.6098890851686,9.242244953251685
cell_type,Monocyte,Subject5,D6,6.0,CXCR4,447,1817701.0,2772.0,1525.0032871192786,10.575542354505288
cell_type,Monocyte,Subject5,D6,6.0,ACTG1,447,1817701.0,6543.0,3599.601914726349,11.81402238755119
cell_type,Monocyte,Subject5,D6,6.0,LDHB,447,1817701.0,411.0,226.10979473521775,7.8272461173572
cell_type,Monocyte,Subject5,D6,6.0,ARPC1B,447,1817701.0,2025.0,1114.0446090968755,10.122885713225125
cell_type,Monocyte,Subject5,D6,6.0,COX5A,447,1817701.0,630.0,346.59165616347246,8.44124964086818
cell_type,Monocyte,Subject5,D6,6.0,C1QBP,447,1817701.0,218.0,119.93171594228093,6.918048849845684
cell_type,Monocyte,Subject5,D6,6.0,NAP1L1,447,1817701.0,1574.0,865.9289949227074,9.75977002535811
cell_type,Monocyte,Subject5,D6,6.0,ATP5G3,447,1817701.0,635.0,349.34238359334125,8.452621722308345
cell_type,Monocyte,Subject5,D6,6.0,PPIB,447,1817701.0,1012.0,556.747231805451,9.123467637920593
cell_type,Monocyte,Subject5,D6,6.0,H2AFY,447,1817701.0,764.0,420.31115128395703,8.71874229150246
cell_type,Monocyte,Subject5,D6,6.0,COX8A,447,1817701.0,1203.0,661.8250196264403,9.372484250707249
cell_type,Monocyte,Subject5,D6,6.0,SET,447,1817701.0,420.0,231.06110410898162,7.8583609217998776
cell_type,Monocyte,Subject5,D6,6.0,TXN,447,1817701.0,1036.0,569.9507234688214,9.157222427350813
cell_type,Monocyte,Subject5,D6,6.0,IDH2,447,1817701.0,140.0,77.02036803632721,6.285778898721919
cell_type,Monocyte,Subject5,D6,6.0,UCP2,447,1817701.0,678.0,372.9986394902132,8.546889211747818
cell_type,Monocyte,Subject5,D6,6.0,OSTC,447,1817701.0,313.0,172.1955371097887,7.436257945055703
cell_type,Monocyte,Subject5,D6,6.0,MIF,447,1817701.0,982.0,540.242867226238,9.08013229717041
cell_type,Monocyte,Subject5,D6,6.0,CLIC1,447,1817701.0,2830.0,1556.911725305757,10.605397774113264
cell_type,Monocyte,Subject5,D6,6.0,MZT2B,447,1817701.0,151.0,83.07196838203862,6.393552946289471
cell_type,Monocyte,Subject5,D6,6.0,PPM1G,447,1817701.0,240.0,132.03491663370377,7.055661138080652
cell_type,Monocyte,Subject5,D6,6.0,PDIA6,447,1817701.0,184.0,101.2267694191729,6.675629224125172
cell_type,Monocyte,Subject5,D6,6.0,DUT,447,1817701.0,197.0,108.37866073683185,6.773187492328773
cell_type,Monocyte,Subject5,D6,6.0,SNX3,447,1817701.0,640.0,352.0931110232101,8.463904863634616
cell_type,Monocyte,Subject5,D6,6.0,NDUFB3,447,1817701.0,198.0,108.92880622280562,6.78042567569076
cell_type,Monocyte,Subject5,D6,6.0,GNG5,447,1817701.0,2152.0,1183.9130858155438,10.21056552499952
cell_type,Monocyte,Subject5,D6,6.0,MTRNR2L8,447,1817701.0,246.0,135.33578954954638,7.091020523949414
cell_type,Monocyte,Subject5,D6,6.0,CD52,447,1817701.0,1729.0,951.201545248641,9.895123159900589
cell_type,Monocyte,Subject5,D6,6.0,RPLP0,447,1817701.0,7855.0,4321.39279232393,12.07761446601936
cell_type,Monocyte,Subject5,D6,6.0,RPS2,447,1817701.0,9022.0,4963.412574455315,12.277407302303349
cell_type,Monocyte,Subject5,D6,6.0,IL32,447,1817701.0,19.0,10.452764233501549,3.517623943398358
cell_type,Monocyte,Subject5,D6,6.0,FOS,447,1817701.0,3959.0,2178.0259789701386,11.08946768144081
cell_type,Monocyte,Subject5,D6,6.0,JUN,447,1817701.0,417.0,229.41066765106032,7.848063702609667
cell_type,Monocyte,Subject5,D6,6.0,AC090498.1,447,1817701.0,4683.0,2576.331310815145,11.331662289359413
cell_type,Monocyte,Subject5,D6,6.0,MT-ND1,447,1817701.0,14448.0,7948.501981348967,12.956648766248575
cell_type,Monocyte,Subject5,D6,6.0,CCR7,447,1817701.0,103.0,56.664985055297876,5.849623656029625
cell_type,Monocyte,Subject5,D6,6.0,S100A4,447,1817701.0,12217.0,6721.1274021414965,12.714702170464198
cell_type,Monocyte,Subject5,D6,6.0,PSAP,447,1817701.0,6346.0,3491.2232539895176,11.769930076483956
cell_type,Monocyte,Subject5,D6,6.0,NKG7,447,1817701.0,138.0,75.92007706437968,6.265288302967444
cell_type,Monocyte,Subject5,D6,6.0,CST7,447,1817701.0,63.0,34.659165616347245,5.156201040832849
cell_type,Monocyte,Subject5,D6,6.0,CCL5,447,1817701.0,331.0,182.09815585731647,7.516473450331588
cell_type,Monocyte,Subject5,D6,6.0,GNLY,447,1817701.0,55.0,30.25800172855712,4.966153647106949
cell_type,Monocyte,Subject5,D6,6.0,CTSW,447,1817701.0,22.0,12.103200691422847,3.711847353797328
cell_type,Monocyte,Subject5,D6,6.0,HCST,447,1817701.0,1180.0,649.1716734490436,9.344676892119802
cell_type,Monocyte,Subject5,D6,6.0,HLA-DRA,447,1817701.0,10711.0,5892.608300265006,12.524935464220766
cell_type,Monocyte,Subject5,D6,6.0,HLA-DRB1,447,1817701.0,10055.0,5531.712861466214,12.433771336928622
cell_type,Monocyte,Subject5,D6,6.0,HLA-DPB1,447,1817701.0,5914.0,3253.5604040488506,11.668246975294803
cell_type,Monocyte,Subject5,D6,6.0,HLA-DPA1,447,1817701.0,5622.0,3092.917922144511,11.595219209023131
cell_type,Monocyte,Subject5,D6,6.0,HLA-DRB5,447,1817701.0,5634.0,3099.519667976196,11.598294325832372
cell_type,Monocyte,Subject5,D8,8.0,VIM,432,1755555.0,30785.0,17535.76504296362,14.098095022035247
cell_type,Monocyte,Subject5,D8,8.0,FTH1,432,1755555.0,78993.0,44996.02689747686,15.457542060503616
cell_type,Monocyte,Subject5,D8,8.0,EEF1A1,432,1755555.0,36148.0,20590.63942741754,14.329771075942581
cell_type,Monocyte,Subject5,D8,8.0,B2M,432,1755555.0,23477.0,13372.978915499658,13.707141127528384
cell_type,Monocyte,Subject5,D8,8.0,MT-CO2,432,1755555.0,33991.0,19361.968152521567,14.241012500070108
cell_type,Monocyte,Subject5,D8,8.0,MT-CO1,432,1755555.0,44268.0,25215.957346821946,14.62210659155721
cell_type,Monocyte,Subject5,D8,8.0,MT-ATP6,432,1755555.0,21122.0,12031.522794785695,13.554651535941213
cell_type,Monocyte,Subject5,D8,8.0,MT-CYB,432,1755555.0,14738.0,8395.06594780568,13.035497783140482
cell_type,Monocyte,Subject5,D8,8.0,RPS12,432,1755555.0,19921.0,11347.408654243245,13.470202387409978
cell_type,Monocyte,Subject5,D8,8.0,MT-CO3,432,1755555.0,22225.0,12659.814132852573,13.628082557432972
cell_type,Monocyte,Subject5,D8,8.0,MALAT1,432,1755555.0,42260.0,24072.159516506177,14.555137882377936
cell_type,Monocyte,Subject5,D8,8.0,ANXA1,432,1755555.0,5632.0,3208.102281045026,11.647954056832408
cell_type,Monocyte,Subject5,D8,8.0,MT-ND3,432,1755555.0,19478.0,11095.06680223633,13.43776075788281
cell_type,Monocyte,Subject5,D8,8.0,TMSB4X,432,1755555.0,23247.0,13241.966215812094,13.692938678851197
cell_type,Monocyte,Subject5,D8,8.0,HLA-B,432,1755555.0,17017.0,9693.230915579403,13.242910732422594
cell_type,Monocyte,Subject5,D8,8.0,S100A10,432,1755555.0,11943.0,6802.976836385074,12.732162514127632
cell_type,Monocyte,Subject5,D8,8.0,TAGLN2,432,1755555.0,4115.0,2343.988083540533,11.195364876118875
cell_type,Monocyte,Subject5,D8,8.0,GAPDH,432,1755555.0,11885.0,6769.938851246472,12.725140174906667
cell_type,Monocyte,Subject5,D8,8.0,RPS8,432,1755555.0,18540.0,10560.762835684442,13.366563030727427
cell_type,Monocyte,Subject5,D8,8.0,PTMA,432,1755555.0,8053.0,4587.153350364984,12.163697896180127
cell_type,Monocyte,Subject5,D8,8.0,SRGN,432,1755555.0,10168.0,5791.900567057141,12.500070186570701
cell_type,Monocyte,Subject5,D8,8.0,S100A11,432,1755555.0,7573.0,4313.735542321375,12.075056421476836
cell_type,Monocyte,Subject5,D8,8.0,MT-ND4L,432,1755555.0,7407.0,4219.178550372959,12.043088323473293
cell_type,Monocyte,Subject5,D8,8.0,SH3BGRL3,432,1755555.0,8542.0,4865.697742309412,12.248727460097808
cell_type,Monocyte,Subject5,D8,8.0,LMNA,432,1755555.0,4872.0,2775.190751642643,11.4388909833399
cell_type,Monocyte,Subject5,D8,8.0,FTL,432,1755555.0,39444.0,22468.108375983666,14.45565525586661
cell_type,Monocyte,Subject5,D8,8.0,SAT1,432,1755555.0,8917.0,5079.305404843482,12.310699512527496
cell_type,Monocyte,Subject5,D8,8.0,NEAT1,432,1755555.0,9957.0,5671.710655604638,12.469822563906233
cell_type,Monocyte,Subject5,D8,8.0,S100A6,432,1755555.0,15404.0,8774.43315646619,13.09925462344254
cell_type,Monocyte,Subject5,D8,8.0,TYROBP,432,1755555.0,8981.0,5115.761112582631,12.321015164143043
cell_type,Monocyte,Subject5,D8,8.0,CD74,432,1755555.0,43550.0,24806.969875623377,14.598516058745679
cell_type,Monocyte,Subject5,D8,8.0,LYZ,432,1755555.0,29560.0,16837.980012018994,14.039517132195526
cell_type,Monocyte,Subject5,D8,8.0,TMSB10,432,1755555.0,19931.0,11353.104858577486,13.47092635005955
cell_type,Monocyte,Subject5,D8,8.0,ACTB,432,1755555.0,21302.0,12134.054472802047,13.566892964137795
cell_type,Monocyte,Subject5,D8,8.0,MT-ND4,432,1755555.0,12401.0,7063.862994893353,12.786445868079838
cell_type,Monocyte,Subject5,D8,8.0,MT-ND2,432,1755555.0,9519.0,5422.216905764843,12.404933157875854
cell_type,Monocyte,Subject5,D8,8.0,CST3,432,1755555.0,13360.0,7610.1289905471485,12.893894755244398
cell_type,Monocyte,Subject5,D8,8.0,LY6E,432,1755555.0,899.0,512.0887696483447,9.003064638321105
cell_type,Monocyte,Subject5,D8,8.0,ISG15,432,1755555.0,371.0,211.32918080037368,7.730158846948225
cell_type,Monocyte,Subject5,D8,8.0,IFITM1,432,1755555.0,451.0,256.8988154743087,8.010661336638707
cell_type,Monocyte,Subject5,D8,8.0,IFITM2,432,1755555.0,2946.0,1678.1017968676572,10.713473982110497
cell_type,Monocyte,Subject5,D8,8.0,IFI6,432,1755555.0,605.0,344.6203622216336,8.433044406149943
cell_type,Monocyte,Subject5,D8,8.0,IFITM3,432,1755555.0,3257.0,1855.2537516625796,10.858178226400153
cell_type,Monocyte,Subject5,D8,8.0,MX1,432,1755555.0,202.0,115.06332755168593,6.858768386638335
cell_type,Monocyte,Subject5,D8,8.0,PSME2,432,1755555.0,935.0,532.5951052516156,9.059601622298704
cell_type,Monocyte,Subject5,D8,8.0,IRF7,432,1755555.0,414.0,235.82285943761374,7.887664534278604
cell_type,Monocyte,Subject5,D8,8.0,XAF1,432,1755555.0,123.0,70.0633133111751,6.151033050460016
cell_type,Monocyte,Subject5,D8,8.0,HLA-A,432,1755555.0,6607.0,3763.482203633609,11.878235723630134
cell_type,Monocyte,Subject5,D8,8.0,MT2A,432,1755555.0,362.0,206.202596899556,7.694898274414216
cell_type,Monocyte,Subject5,D8,8.0,MYL12A,432,1755555.0,1695.0,965.5066346539983,9.916635825728637
cell_type,Monocyte,Subject5,D8,8.0,IFI44L,432,1755555.0,82.0,46.7088755407834,5.576185778466908
cell_type,Monocyte,Subject5,D8,8.0,PFN1,432,1755555.0,6992.0,3982.7860705019216,11.959924461357065
cell_type,Monocyte,Subject5,D8,8.0,UBC,432,1755555.0,4728.0,2693.16540922956,11.39562271294913
cell_type,Monocyte,Subject5,D8,8.0,IFIT3,432,1755555.0,65.0,37.0253281725722,5.248888793879854
cell_type,Monocyte,Subject5,D8,8.0,OAS1,432,1755555.0,110.0,62.65824767666066,5.992275539278939
cell_type,Monocyte,Subject5,D8,8.0,TYMP,432,1755555.0,1866.0,1062.9117287695344,10.055162742127825
cell_type,Monocyte,Subject5,D8,8.0,EPSTI1,432,1755555.0,107.0,60.94938637638809,5.953018087081709
cell_type,Monocyte,Subject5,D8,8.0,TNFAIP3,432,1755555.0,1102.0,627.721717633455,9.2962777880763
cell_type,Monocyte,Subject5,D8,8.0,H3F3B,432,1755555.0,11260.0,6413.926080356355,12.64721692579657
cell_type,Monocyte,Subject5,D8,8.0,NFKBIA,432,1755555.0,4484.0,2554.178023474058,11.319208094273502
cell_type,Monocyte,Subject5,D8,8.0,ZFP36,432,1755555.0,4300.0,2449.3678637240077,11.258782636065975
cell_type,Monocyte,Subject5,D8,8.0,NR4A2,432,1755555.0,1081.0,615.759688531547,9.268564663432073
cell_type,Monocyte,Subject5,D8,8.0,MYADM,432,1755555.0,4144.0,2360.507076109834,11.205492143103465
cell_type,Monocyte,Subject5,D8,8.0,REL,432,1755555.0,1933.0,1101.0762978089551,10.106008391202955
cell_type,Monocyte,Subject5,D8,8.0,TSC22D3,432,1755555.0,2025.0,1153.4813776839803,10.173029186626733
cell_type,Monocyte,Subject5,D8,8.0,CREM,432,1755555.0,1736.0,988.86107242439,9.951082246089236
cell_type,Monocyte,Subject5,D8,8.0,JUNB,432,1755555.0,3334.0,1899.114525036242,10.891870660966982
cell_type,Monocyte,Subject5,D8,8.0,KDM6B,432,1755555.0,2132.0,1214.4307640603683,10.247251998520976
cell_type,Monocyte,Subject5,D8,8.0,MCL1,432,1755555.0,3332.0,1897.9752841693937,10.891005413088784
cell_type,Monocyte,Subject5,D8,8.0,CD69,432,1755555.0,238.0,135.5696631549567,7.093493236531557
cell_type,Monocyte,Subject5,D8,8.0,DUSP2,432,1755555.0,1024.0,583.2913238263683,9.190544056559636
cell_type,Monocyte,Subject5,D8,8.0,CXCR4,432,1755555.0,1895.0,1079.4307213388358,10.077390852291963
cell_type,Monocyte,Subject5,D8,8.0,ACTG1,432,1755555.0,5693.0,3242.849127483901,11.663491005545112
