pattern,scope,stratum,timepoint_merged,day_merged_numeric,n_genes_tested,mean_gene_log2fc,median_gene_log2fc,n_genes_up,n_genes_down,n_genes_near_zero,frac_genes_up,frac_genes_down,pattern_direction_consensus,pattern_class,peak_timepoint,eta_timepoint,eta_broad_cell_type,spearman_ifn_score_rho
Pattern7,cell_type,NK_cell,D28,28.0,25,-0.18877657362350983,-0.1537381069412375,0,10,15,0.0,0.4,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern8,cell_type,NK_cell,D2,2.0,25,0.037835612323875695,0.02871986617575691,1,0,24,0.04,0.0,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,NK_cell,D4,4.0,25,0.016306389789369657,-0.03393169377803792,3,2,20,0.12,0.08,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,NK_cell,D6,6.0,25,0.029824720266022012,0.0166502760680635,1,0,24,0.04,0.0,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,NK_cell,D8,8.0,25,0.039678531109634874,0.027429758943002962,2,1,22,0.08,0.04,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,NK_cell,D10,10.0,25,-0.02094017905729928,0.015960310685149064,9,8,8,0.36,0.32,mixed,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,NK_cell,D14/15,14.5,25,-0.20121978228470572,-0.13462466509011625,7,11,7,0.28,0.44,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,NK_cell,D28,28.0,25,-0.00980369357271061,0.04060152727970608,4,6,15,0.16,0.24,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern9,cell_type,NK_cell,D2,2.0,25,0.040287377158773834,0.03136529497700439,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,NK_cell,D4,4.0,25,-0.005121228082272087,-0.04406367624227888,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,NK_cell,D6,6.0,25,-0.0022999518909977467,-0.015512020818168418,0,0,25,0.0,0.0,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,NK_cell,D8,8.0,25,0.038601381742862456,0.030477039986196292,1,0,24,0.04,0.0,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,NK_cell,D10,10.0,25,0.003724728235449702,0.09544109823687563,10,9,6,0.4,0.36,mixed,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,NK_cell,D14/15,14.5,25,-0.14705894524609936,0.14516582452025872,8,10,7,0.32,0.4,mixed,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,NK_cell,D28,28.0,25,-0.00999460084123591,0.06383135526755208,7,6,12,0.28,0.24,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern1,cell_type,Neutrophil,D2,2.0,25,-0.5553930152641715,-0.2366192836651695,5,12,8,0.2,0.48,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Neutrophil,D4,4.0,25,0.005444911994268722,-0.27287140122155673,6,14,5,0.24,0.56,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Neutrophil,D6,6.0,25,0.7049264183490784,0.7636763366291976,16,5,4,0.64,0.2,mostly_up,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Neutrophil,D8,8.0,25,0.19319791295517558,0.12426758962604723,11,8,6,0.44,0.32,mixed,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Neutrophil,D10,10.0,25,0.9290543851802323,0.815938046756175,15,6,4,0.6,0.24,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Neutrophil,D14/15,14.5,25,-1.9554986082807366,-1.8741190177958398,4,17,4,0.16,0.68,mostly_down,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Neutrophil,D28,28.0,25,0.36957723859229413,0.293971571305474,13,4,8,0.52,0.16,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern10,cell_type,Neutrophil,D2,2.0,25,-0.19389579758388464,0.036384391028725815,7,11,7,0.28,0.44,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Neutrophil,D4,4.0,25,-0.0407091497485655,-0.31995303387482554,7,15,3,0.28,0.6,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Neutrophil,D6,6.0,25,0.6972703234518143,0.7636763366291976,18,4,3,0.72,0.16,mostly_up,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Neutrophil,D8,8.0,25,0.12972558792386446,0.12426758962604723,11,4,10,0.44,0.16,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Neutrophil,D10,10.0,25,1.127504328103596,1.4586878929262541,19,4,2,0.76,0.16,mostly_up,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Neutrophil,D14/15,14.5,25,-1.1971404812796793,-0.614547762628475,7,14,4,0.28,0.56,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Neutrophil,D28,28.0,25,0.23846528153456797,0.12403281814815958,12,7,6,0.48,0.28,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern2,cell_type,Neutrophil,D2,2.0,25,-0.527274834789712,-0.3911406105388213,3,15,7,0.12,0.6,mostly_down,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Neutrophil,D4,4.0,25,0.15645038117904428,-0.13674937258665976,9,12,4,0.36,0.48,mixed,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Neutrophil,D6,6.0,25,0.4910223968449127,0.4056130999272103,15,7,3,0.6,0.28,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Neutrophil,D8,8.0,25,0.20894180660332382,0.028653175782111795,9,7,9,0.36,0.28,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Neutrophil,D10,10.0,25,1.2301550231187208,1.3038816034087044,19,2,4,0.76,0.08,mostly_up,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Neutrophil,D14/15,14.5,25,-1.333445409440526,-0.4926913780744817,6,13,6,0.24,0.52,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Neutrophil,D28,28.0,25,0.3575335340211511,0.32126130259265384,13,4,8,0.52,0.16,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern3,cell_type,Neutrophil,D2,2.0,25,-0.0051002436911326225,0.0,8,6,11,0.32,0.24,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Neutrophil,D4,4.0,25,0.6355838434838207,0.42810990519867453,18,3,4,0.72,0.12,mostly_up,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Neutrophil,D6,6.0,25,0.645955472529863,0.3714849310149275,14,2,9,0.56,0.08,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Neutrophil,D8,8.0,25,0.6145818370596985,0.674128758315852,18,2,5,0.72,0.08,mostly_up,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Neutrophil,D10,10.0,25,3.3411516389111853,2.701438167669122,24,1,0,0.96,0.04,mostly_up,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Neutrophil,D14/15,14.5,25,1.2442828115963311,0.0,11,7,7,0.44,0.28,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Neutrophil,D28,28.0,25,1.5416431031298572,1.2228053699718244,21,1,3,0.84,0.04,mostly_up,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern4,cell_type,Neutrophil,D2,2.0,25,-0.09695034005464893,0.060203167195749696,8,9,8,0.32,0.36,mixed,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Neutrophil,D4,4.0,25,0.30665053447219853,0.12538190940299687,11,7,7,0.44,0.28,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Neutrophil,D6,6.0,25,0.7590141403968039,0.47190578945048767,17,4,4,0.68,0.16,mostly_up,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Neutrophil,D8,8.0,25,0.09348262743810362,0.12426758962604723,11,6,8,0.44,0.24,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Neutrophil,D10,10.0,25,0.8554176940570735,0.7296313195537436,16,5,4,0.64,0.2,mostly_up,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Neutrophil,D14/15,14.5,25,-0.362151303771861,0.0,6,9,10,0.24,0.36,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Neutrophil,D28,28.0,25,0.1926380507867215,0.06087197642326014,10,7,8,0.4,0.28,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern5,cell_type,Neutrophil,D2,2.0,25,-0.9363229541470176,-0.5751717749143772,3,16,6,0.12,0.64,mostly_down,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Neutrophil,D4,4.0,25,-0.3223193522360265,-0.2346570342206704,5,12,8,0.2,0.48,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Neutrophil,D6,6.0,25,0.40782459078797373,0.5398480567535027,13,7,5,0.52,0.28,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Neutrophil,D8,8.0,25,-0.3645863185570489,-0.43545328682934104,7,16,2,0.28,0.64,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Neutrophil,D10,10.0,25,0.29931046415819584,0.07859556185157368,12,11,2,0.48,0.44,mixed,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Neutrophil,D14/15,14.5,25,-1.0976003197800839,0.0,2,10,13,0.08,0.4,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Neutrophil,D28,28.0,25,-0.11854112167985517,-0.08689751806393109,9,10,6,0.36,0.4,mixed,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern6,cell_type,Neutrophil,D2,2.0,25,-0.24079506740508363,-0.2366192836651695,4,12,9,0.16,0.48,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Neutrophil,D4,4.0,25,-0.045749032714705186,-0.26896651495701906,7,13,5,0.28,0.52,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Neutrophil,D6,6.0,25,0.5881228444211039,0.47190578945048767,16,6,3,0.64,0.24,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Neutrophil,D8,8.0,25,0.25505861689623566,0.2613045358633457,13,4,8,0.52,0.16,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Neutrophil,D10,10.0,25,1.0330485583992464,1.0326726189546083,17,3,5,0.68,0.12,mostly_up,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Neutrophil,D14/15,14.5,25,-1.3406093968473918,-0.614547762628475,7,14,4,0.28,0.56,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Neutrophil,D28,28.0,25,0.2566536325453923,0.3228511912446357,14,7,4,0.56,0.28,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern7,cell_type,Neutrophil,D2,2.0,25,-0.32853060925334454,-0.32221630146803015,4,13,8,0.16,0.52,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Neutrophil,D4,4.0,25,-0.19603414863793595,-0.31995303387482554,5,16,4,0.2,0.64,mostly_down,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Neutrophil,D6,6.0,25,0.5939431228994282,0.47190578945048767,16,5,4,0.64,0.2,mostly_up,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Neutrophil,D8,8.0,25,0.04415878699950501,0.02298729443164671,10,7,8,0.4,0.28,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Neutrophil,D10,10.0,25,0.8985031991508656,1.0597500339192707,16,4,5,0.64,0.16,mostly_up,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Neutrophil,D14/15,14.5,25,-1.5683699403176066,-0.6927729602093162,7,15,3,0.28,0.6,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern7,cell_type,Neutrophil,D28,28.0,25,0.13367719436168685,0.12403281814815958,12,7,6,0.48,0.28,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
Pattern8,cell_type,Neutrophil,D2,2.0,25,-0.33814391225057444,-0.32221630146803015,2,13,10,0.08,0.52,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Neutrophil,D4,4.0,25,0.05282296377655462,-0.13751166592924324,8,10,7,0.32,0.4,mixed,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Neutrophil,D6,6.0,25,0.40791089656368934,0.310545984652856,14,8,3,0.56,0.32,mixed,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Neutrophil,D8,8.0,25,0.10982320206387981,0.028653175782111795,10,5,10,0.4,0.2,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Neutrophil,D10,10.0,25,1.0587833228007928,1.1332974815560064,18,2,5,0.72,0.08,mostly_up,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Neutrophil,D14/15,14.5,25,-1.273133567164288,-0.6927729602093162,7,15,3,0.28,0.6,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern8,cell_type,Neutrophil,D28,28.0,25,0.27643399514845085,0.2230120360501724,12,3,10,0.48,0.12,mostly_near_zero,identity-like,D14/15,0.00321652467152328,0.642289174585567,-0.14916520053419
Pattern9,cell_type,Neutrophil,D2,2.0,25,0.007769582076993702,0.07944965415506311,8,8,9,0.32,0.32,mixed,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Neutrophil,D4,4.0,25,0.2540423871777533,-0.12875605551019298,10,9,6,0.4,0.36,mixed,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Neutrophil,D6,6.0,25,0.8941193965394365,0.8762771460911538,19,4,2,0.76,0.16,mostly_up,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Neutrophil,D8,8.0,25,0.352851306193682,0.2613045358633457,13,4,8,0.52,0.16,mostly_near_zero,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Neutrophil,D10,10.0,25,1.1863512845330515,1.243643949039309,17,4,4,0.68,0.16,mostly_up,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Neutrophil,D14/15,14.5,25,-1.6182712384691076,-1.226693938289305,4,16,5,0.16,0.64,mostly_down,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern9,cell_type,Neutrophil,D28,28.0,25,0.7104755154208453,0.41415205202990757,18,1,6,0.72,0.04,mostly_up,identity-like,D14/15,0.0092421576728893,0.779860868323658,0.203614527233417
Pattern1,cell_type,Plasmablast,D2,2.0,25,0.04004072643430374,0.11250809282208311,4,3,18,0.16,0.12,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Plasmablast,D4,4.0,25,0.11372458250584781,0.14908735188133715,1,1,23,0.04,0.04,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Plasmablast,D6,6.0,25,-0.1250783992785914,-0.02089086722838296,0,6,19,0.0,0.24,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Plasmablast,D8,8.0,25,-0.14117793960974562,-0.05857502285802241,0,4,21,0.0,0.16,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Plasmablast,D10,10.0,25,-0.21405084477126615,-0.24511642484673266,2,12,11,0.08,0.48,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Plasmablast,D14/15,14.5,25,-0.7265584738697057,-0.5906066034186027,0,19,6,0.0,0.76,mostly_down,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern1,cell_type,Plasmablast,D28,28.0,25,0.08013411700508648,0.18283011511603853,8,3,14,0.32,0.12,mostly_near_zero,identity-like,D6,0.0194995106417388,0.163340379701848,-0.074088138126735
Pattern10,cell_type,Plasmablast,D2,2.0,25,0.196796472393903,0.20778738828484755,6,0,19,0.24,0.0,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Plasmablast,D4,4.0,25,0.15966239062574503,0.18813115156038052,4,0,21,0.16,0.0,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Plasmablast,D6,6.0,25,0.018144317300865253,0.0029094412675435186,1,1,23,0.04,0.04,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Plasmablast,D8,8.0,25,-0.04178775756217166,-0.05047616564598911,0,2,23,0.0,0.08,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Plasmablast,D10,10.0,25,-0.1405864714050581,-0.20552921559312645,2,11,12,0.08,0.44,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Plasmablast,D14/15,14.5,25,-0.6250189535810621,-0.5906066034186027,0,19,6,0.0,0.76,mostly_down,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern10,cell_type,Plasmablast,D28,28.0,25,0.1858654969215383,0.20816446033000466,7,0,18,0.28,0.0,mostly_near_zero,identity-like,D0,0.00941045031180752,0.911549622004823,-0.174733943817074
Pattern2,cell_type,Plasmablast,D2,2.0,25,0.07571330848855498,0.12211475023162659,5,2,18,0.2,0.08,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Plasmablast,D4,4.0,25,0.1619175911581139,0.17184001014604355,3,0,22,0.12,0.0,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Plasmablast,D6,6.0,25,-0.23178560968582107,-0.07764538759942674,1,8,16,0.04,0.32,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Plasmablast,D8,8.0,25,-0.2469504776061301,-0.11456020882917291,0,8,17,0.0,0.32,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Plasmablast,D10,10.0,25,-0.054485188905310074,-0.15147546117943378,5,10,10,0.2,0.4,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Plasmablast,D14/15,14.5,25,-0.8216171142528863,-0.8318711449669683,0,22,3,0.0,0.88,mostly_down,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern2,cell_type,Plasmablast,D28,28.0,25,-0.03290471963924404,0.05113751414105394,4,6,15,0.16,0.24,mostly_near_zero,identity-like,D0,0.00619947836603865,0.499898963394282,-0.150858642749624
Pattern3,cell_type,Plasmablast,D2,2.0,25,-0.09714596764648994,0.005190675698001949,3,8,14,0.12,0.32,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Plasmablast,D4,4.0,25,-0.22963984904400384,-0.09041889056718322,1,10,14,0.04,0.4,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Plasmablast,D6,6.0,25,-0.45426421686265833,-0.24756782069192518,2,12,11,0.08,0.48,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Plasmablast,D8,8.0,25,0.08649431748234129,0.03428536807675098,6,4,15,0.24,0.16,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Plasmablast,D10,10.0,25,1.6747332795647092,1.3314875570675557,21,1,3,0.84,0.04,mostly_up,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Plasmablast,D14/15,14.5,25,1.0257751490871962,0.5552969403685539,16,5,4,0.64,0.2,mostly_up,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern3,cell_type,Plasmablast,D28,28.0,25,0.09865912099799078,0.1565990366686615,9,5,11,0.36,0.2,mostly_near_zero,activity-like,D10,0.454036194393983,0.164629605915765,0.75600666168997
Pattern4,cell_type,Plasmablast,D2,2.0,25,0.3562339390705776,0.26313577551468076,14,0,11,0.56,0.0,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Plasmablast,D4,4.0,25,0.23052137316030816,0.23286433083902214,12,1,12,0.48,0.04,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Plasmablast,D6,6.0,25,-0.024497285800800364,0.05223185105926712,4,4,17,0.16,0.16,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Plasmablast,D8,8.0,25,-0.21456783335652355,-0.19416475451044235,0,9,16,0.0,0.36,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Plasmablast,D10,10.0,25,0.12973482845532916,0.12297951510822121,8,5,12,0.32,0.2,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Plasmablast,D14/15,14.5,25,-0.4164476694520692,-0.4516012857605922,3,18,4,0.12,0.72,mostly_down,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern4,cell_type,Plasmablast,D28,28.0,25,0.24347570752461428,0.25592169404303,13,2,10,0.52,0.08,mostly_near_zero,identity-like,D14/15,0.00981255187316661,0.0469644200389067,-0.0877535662757487
Pattern5,cell_type,Plasmablast,D2,2.0,25,0.09449862426273725,0.06411227817521829,3,1,21,0.12,0.04,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Plasmablast,D4,4.0,25,-0.011034265078952145,-0.021094907773272276,4,3,18,0.16,0.12,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Plasmablast,D6,6.0,25,0.056533146005078666,0.08134438240894977,4,2,19,0.16,0.08,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Plasmablast,D8,8.0,25,-0.03243213674486663,0.042986845961439236,2,6,17,0.08,0.24,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Plasmablast,D10,10.0,25,0.10005786927000682,0.0364221320162977,5,3,17,0.2,0.12,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Plasmablast,D14/15,14.5,25,-0.26332383680755467,-0.33622185143923683,4,15,6,0.16,0.6,mostly_down,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern5,cell_type,Plasmablast,D28,28.0,25,0.08757999583174998,0.22057401989618755,12,5,8,0.48,0.2,mostly_near_zero,identity-like,D14/15,0.020907301802552,0.159814675634815,-0.0117378046950792
Pattern6,cell_type,Plasmablast,D2,2.0,25,0.12656440351004444,0.12781032457072192,4,2,19,0.16,0.08,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Plasmablast,D4,4.0,25,0.10452348342544225,0.14908735188133715,4,2,19,0.16,0.08,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Plasmablast,D6,6.0,25,0.05502753763693506,-0.015054687715304974,4,2,19,0.16,0.08,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Plasmablast,D8,8.0,25,-0.07956489035638788,-0.056361611870242356,0,3,22,0.0,0.12,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Plasmablast,D10,10.0,25,-0.15204924137501638,-0.20552921559312645,4,11,10,0.16,0.44,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Plasmablast,D14/15,14.5,25,-0.31931351298783267,-0.34076268142556226,2,16,7,0.08,0.64,mostly_down,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern6,cell_type,Plasmablast,D28,28.0,25,0.19863876767508415,0.20816446033000466,8,0,17,0.32,0.0,mostly_near_zero,identity-like,D28,0.00194351041424414,0.16558707210451,0.0786828398064539
Pattern7,cell_type,Plasmablast,D2,2.0,25,0.10752739052885625,0.15187088093960513,4,1,20,0.16,0.04,mostly_near_zero,identity-like,D14/15,0.00511289334251585,0.549712893250446,-0.085419574878381
