pattern,broad_cell_type,timepoint_merged,day_merged_numeric,n_subjects,n_subject_groups,total_cells,mean_subject_score,sd_subject_score,median_subject_score,min_subject_score,max_subject_score,se_subject_score,n_cells_cell_level,mean_cell_score,median_cell_score
Pattern2,NK_cell,D6,6.0,3,3,110,0.007751851376592844,0.005945997960924963,0.004444852012451227,0.004194525005579651,0.014616177111747657,0.0034329235233409934,110,0.005139070745696135,4.48171704192646e-05
Pattern2,Neutrophil,D6,6.0,3,3,12,0.011777356329376832,0.018558088717668477,0.0018537589608058594,0.000290923549376484,0.03318738647794815,0.010714517516790853,12,0.006294612507948221,0.00010740134894145225
Pattern2,Plasmablast,D6,6.0,3,3,6,0.03763886024525059,0.032700433401327576,0.05376019577185304,8.0174695540336e-06,0.0591483674943447,0.018879604026873907,6,0.03674083162483531,0.023191810299067583
Pattern2,T_cell,D6,6.0,3,3,347,0.004892753381411077,0.001958733632494572,0.004223134954785887,0.0033566414806441972,0.007098483708803147,0.0011308753899915147,347,0.005034419126296469,3.18990605592262e-05
Pattern2,B_cell,D8,8.0,3,3,60,0.009828413683591353,0.015884430348030217,0.0013309205061872089,2.435375677123377e-07,0.02815407700701914,0.009170880137359108,60,0.010833408647670708,4.166009148320885e-06
Pattern2,Monocyte,D8,8.0,3,3,88,0.3522902868961708,0.30316059469433887,0.3734279659390449,0.03911403657827707,0.6443288581711906,0.17502985095446358,88,0.27851584893589504,0.171656288206577
Pattern2,NK_cell,D8,8.0,3,3,105,0.009136305302640745,0.005691162380716606,0.01070678963004536,0.002824806406147582,0.013877319871729294,0.0032857941325086042,105,0.003966324081001112,2.67498890025308e-05
Pattern2,Neutrophil,D8,8.0,2,2,8,0.00041505133276586764,0.00034301352279743797,0.00041505133276586764,0.0001725041447571128,0.0006575985207746224,0.00024254718800875477,8,0.0004150513327658676,4.05547070840839e-05
Pattern2,Plasmablast,D8,8.0,2,2,4,0.026389828938590636,0.034712531579283605,0.026389828938590636,0.001844362466727023,0.05093529541045425,0.024545466471863613,4,0.026389828938590636,0.015101464232429852
Pattern2,T_cell,D8,8.0,3,3,335,0.003957407246852294,0.0020290820178229087,0.004673571637691775,0.0016673557817436125,0.0055312943211214965,0.0011714910491978853,335,0.004621764461757706,3.35917902702931e-05
Pattern2,B_cell,D10,10.0,3,3,46,0.006397520758050434,0.007939428508891764,0.003909174182933287,3.1828339312293433e-07,0.015283069807824892,0.004583831186820449,46,0.008097236823709364,2.2107251425040852e-05
Pattern2,Monocyte,D10,10.0,3,3,117,0.3491423317361631,0.3041494719174829,0.41002536051803173,0.01915642351946662,0.6182452111709911,0.1756007794854413,117,0.2923806377807659,0.285874217748642
Pattern2,NK_cell,D10,10.0,3,3,114,0.002592083540368848,0.0039773654767240015,0.0004544111251487711,0.00014066356137239,0.007181175934585383,0.0022963330286521265,114,0.0017443022051161074,2.21467712435697e-06
Pattern2,Neutrophil,D10,10.0,3,3,16,0.010350330741881056,0.00886716093868707,0.014322749401869173,0.0001915171387735981,0.0165367256850004,0.005119457754898715,16,0.012694718886677928,0.00040719739627085
Pattern2,Plasmablast,D10,10.0,3,3,6,0.036835163516267644,0.06374311200723229,6.08983682468534e-05,5.22992877449724e-06,0.11043936225178158,0.03680210287636003,6,0.07363726288402461,0.06991696779732565
Pattern2,T_cell,D10,10.0,3,3,301,0.0015896038673948812,0.0015057309419228987,0.0009644648414513321,0.0004971372355839735,0.0033072095251493383,0.0008693341646463344,301,0.0019453718293048938,4.99040140766738e-07
Pattern2,B_cell,D14/15,14.5,3,3,23,0.004411442376894876,0.005403208716618017,0.00277786750984884,1.3516078998539639e-05,0.010442943541837248,0.0031195440070271446,23,0.005056109931709444,3.60199774149805e-05
Pattern2,Monocyte,D14/15,14.5,3,3,103,0.3548895363676537,0.2869906345346426,0.4372702855162504,0.03571771738045256,0.5916806062062582,0.16569412010347742,103,0.24413831245812206,0.08902258425951
Pattern2,NK_cell,D14/15,14.5,3,3,144,0.007318765051814333,0.010272838866640138,0.002100157300231347,0.0007027874559492191,0.019153350399262435,0.005931026284996334,144,0.004639739378219543,1.127275618273415e-05
Pattern2,Neutrophil,D14/15,14.5,2,2,2,0.00027372872864355,4.216111011539705e-05,0.00027372872864355,0.0002439163217786,0.0003035411355085,2.9812406864949997e-05,2,0.00027372872864355,0.00027372872864355
Pattern2,Plasmablast,D14/15,14.5,3,3,5,0.007501892242948491,0.0129897073202235,4.56268116977299e-06,0.0,0.0225011140476757,0.007499611018025491,5,0.013501580964839374,0.000472323707072
Pattern2,T_cell,D14/15,14.5,3,3,323,0.001285477681091694,0.0010431837621073844,0.0010144886878864661,0.0004045293186531672,0.002437415036735449,0.000602282425866945,323,0.0014725981481679396,9.7208669558313e-07
Pattern2,B_cell,D28,28.0,3,3,56,0.008433434666293474,0.00733754083413112,0.011897528028981693,5.15409017864954e-06,0.01339762187972008,0.0042363311757754735,56,0.009330115999553858,5.80932317006955e-06
Pattern2,Monocyte,D28,28.0,3,3,83,0.28338071680501115,0.23655314663388755,0.35915500256750327,0.01822482465259574,0.47276232319493444,0.13657402288672799,83,0.26192850727043715,0.280616998672485
Pattern2,NK_cell,D28,28.0,3,3,106,0.007077853931983023,0.007995521965669952,0.0026854074726543145,0.0022414260200110518,0.016306728303283703,0.004616216759191113,106,0.003485911850022118,1.247112186320005e-05
Pattern2,Neutrophil,D28,28.0,3,3,11,0.003091810796063816,0.002609162446431135,0.0038695567898684954,0.00018221130691621818,0.005223664291406735,0.0015064006408064784,11,0.0032332191585737577,0.0001301765587413
Pattern2,Plasmablast,D28,28.0,1,1,1,0.0,,0.0,0.0,0.0,,1,0.0,0.0
Pattern2,T_cell,D28,28.0,3,3,343,0.0028769265417924583,0.0017608953971536014,0.0022345030724387036,0.0015274433120206028,0.004868833240918069,0.0010166534315614048,343,0.0030031567988468874,9.9367198345135e-06
Pattern3,B_cell,D0,0.0,3,3,73,0.013443068231921353,0.009685587933593929,0.009033139508645637,0.006747189368835993,0.024548875818282426,0.005591976800720246,73,0.013501259425988916,0.0001999875676119
Pattern3,Monocyte,D0,0.0,3,3,110,0.03922927460593733,0.014214433098053581,0.03405762912483778,0.028324705559648288,0.05530548913332591,0.008206706775539162,110,0.04068965644729729,0.0184809621423483
Pattern3,NK_cell,D0,0.0,3,3,88,0.02928634525119725,0.02166096974992037,0.02417480457275122,0.010638301678144741,0.053045929502695786,0.012505966716024868,88,0.018687652121692995,0.00100478620151985
Pattern3,Neutrophil,D0,0.0,2,2,3,1.90739483514335e-05,1.42507745307714e-06,1.90739483514335e-05,1.80662664206466e-05,2.00816302822204e-05,1.0076819307868995e-06,3,1.8738054374504532e-05,1.88494486792479e-05
Pattern3,Plasmablast,D0,0.0,2,2,2,0.008311729179922612,0.011751611828613413,0.008311729179922612,2.0847660380241e-06,0.0166213735938072,0.008309644413884588,2,0.008311729179922612,0.008311729179922612
Pattern3,T_cell,D0,0.0,3,3,324,0.024164629238018084,0.013710340462401998,0.01827136920907214,0.014386262188900099,0.039836256316082015,0.007915668756649213,324,0.02643299935114265,0.01298185344785455
Pattern3,B_cell,D2,2.0,3,3,38,0.014962984532386847,0.008622826658699746,0.010522511566023239,0.009465398170865068,0.024901043860272233,0.00497839129257578,38,0.015780966394611722,0.0023390419082716
Pattern3,Monocyte,D2,2.0,3,3,86,0.05026169550217744,0.015365237883766064,0.04667546493942177,0.03700672957737528,0.06710289198973528,0.008871124228354973,86,0.05436508540330056,0.017662753351032748
Pattern3,NK_cell,D2,2.0,3,3,118,0.021121124809632047,0.014073349242322088,0.021158728680617394,0.00702901131082803,0.035175634437450726,0.008125251973454274,118,0.013126362749215295,0.00012636841711355
Pattern3,Neutrophil,D2,2.0,2,2,5,0.0018944783816626399,0.0026768633219572393,0.0018944783816626399,1.650174397127559e-06,0.003787306588928152,0.0018928282072655123,5,0.0022730440231157425,2.50166112891748e-06
Pattern3,Plasmablast,D2,2.0,3,3,5,0.004586869939023093,0.00787247685798289,8.32608129712753e-05,2.52132139166861e-07,0.013677096871958836,0.004545176633145521,5,0.00822296071219739,8.32608129712753e-05
Pattern3,T_cell,D2,2.0,3,3,348,0.019043793577790163,0.005062971276108097,0.016518932573698467,0.01573977186556633,0.024872676294105688,0.002923107829160353,348,0.020115318750646052,0.00600370019674295
Pattern3,B_cell,D4,4.0,3,3,63,0.007289997307959457,0.005662840016287691,0.008371771061820143,0.0011643023583051467,0.012333918503753082,0.0032694422077814834,63,0.006517924101233668,3.67851534974761e-05
Pattern3,Monocyte,D4,4.0,3,3,72,0.04685168025005774,0.030391962336344426,0.029991750766332776,0.02862684321050296,0.08193644677333747,0.017546807636089422,72,0.054066221362141724,0.020282724872231497
Pattern3,NK_cell,D4,4.0,3,3,103,0.01363742966601308,0.0030426651999709,0.013140955842156394,0.010873533309677417,0.016897799846205427,0.0017566835722571058,103,0.013548432772301566,0.0004151568573433
Pattern3,Neutrophil,D4,4.0,3,3,10,5.522801389308705e-05,5.778110522966561e-05,4.772937554661796e-05,1.5623181418844537e-06,0.00011639234799075872,3.3359936658421536e-05,10,5.909485579891349e-05,4.9668189603835304e-05
Pattern3,Plasmablast,D4,4.0,3,3,4,8.860065854214575e-05,0.00015204798208989486,1.6136600606842e-06,2.018067535303205e-08,0.0002641681348904,8.77849433893402e-05,4,6.645553907544757e-05,8.209254778179814e-07
Pattern3,T_cell,D4,4.0,3,3,348,0.017010699741664956,0.00703856063007241,0.013453185296964055,0.012460997121762027,0.025117916806268785,0.004063714874479808,348,0.015359004525933181,0.00053318534628485
Pattern3,B_cell,D6,6.0,3,3,61,0.00908600929820032,0.005436075964238029,0.010220557608600642,0.0031721921489251794,0.013865278137075138,0.0031385199212880808,61,0.009212251307635217,0.0002298431500094
Pattern3,Monocyte,D6,6.0,3,3,64,0.04292798053680987,0.023491318939994982,0.04344261534235682,0.019183572449933847,0.06615775381813895,0.013562719313625458,64,0.04800145227326393,0.00613725942093875
Pattern3,NK_cell,D6,6.0,3,3,110,0.02340628448507556,0.005438720889838777,0.023049932130106723,0.018154502590263303,0.02901441873485665,0.0031400469697956588,110,0.020485064037632523,0.0029784995131194
Pattern3,Neutrophil,D6,6.0,3,3,12,6.749560306375581e-05,4.907702883992664e-05,4.773809632752093e-05,3.1376688497175564e-05,0.00012337202436657095,2.8334635811758674e-05,12,8.010125773693081e-05,3.96103205275722e-05
Pattern3,Plasmablast,D6,6.0,3,3,6,0.007935628431376764,0.009338589477376926,0.005580191856442888,2.68625626631547e-07,0.018226424812060774,0.005391637148614975,6,0.010973321129115789,0.005580654772046515
Pattern3,T_cell,D6,6.0,3,3,347,0.021115642524458845,0.009298778873100844,0.021043825909929443,0.011852979957054973,0.03045012170639213,0.0053686524855195775,347,0.01896401514311705,0.0024828519672155
Pattern3,B_cell,D8,8.0,3,3,60,0.01638697085343989,0.009397265298621222,0.012777322583645554,0.009329717093229798,0.027053872883444314,0.005425513649805292,60,0.015024878053935872,0.0001418636020389
Pattern3,Monocyte,D8,8.0,3,3,88,0.08049741464656329,0.05735461927188183,0.06042141030703673,0.035879512385588244,0.1451913212470649,0.03311370487588947,88,0.09390764680072959,0.0711268149316311
Pattern3,NK_cell,D8,8.0,3,3,105,0.022864483212836986,0.002873590248472488,0.0233363809741356,0.019784152977081228,0.025472915687294123,0.0016590681034962746,105,0.02508655216371905,0.0083213094621896
Pattern3,Neutrophil,D8,8.0,2,2,8,0.001986477315540455,0.0027452417344301715,0.001986477315540455,4.52982691285611e-05,0.003927656361952348,0.0019411790464118933,8,0.001986477315540455,1.5858439383009702e-05
Pattern3,Plasmablast,D8,8.0,2,2,4,0.027599877455941165,0.013285017553814409,0.027599877455941165,0.018205951455456677,0.03699380345642565,0.009393926000484488,4,0.02759987745594116,0.03589190170168875
Pattern3,T_cell,D8,8.0,3,3,335,0.027020157526325427,0.014063306911358103,0.020916382017998163,0.01703998693612109,0.043104103624857025,0.008119454030968925,335,0.02248710357247074,0.0054295370355248
Pattern3,B_cell,D10,10.0,3,3,46,0.13919445484528073,0.036439686739459395,0.12845653001415103,0.10933028658231106,0.17979654793938007,0.02103846294821252,46,0.1264215081768192,0.11286905035376549
Pattern3,Monocyte,D10,10.0,3,3,117,0.403176043127422,0.1651392001268846,0.33090777384738135,0.2864902564220958,0.5921300991127888,0.09534316164701631,117,0.42099224674141306,0.395842671394348
Pattern3,NK_cell,D10,10.0,3,3,114,0.24276818665389902,0.008305056893652194,0.23846793671449032,0.2374950469879622,0.2523415762592446,0.004794926833185251,114,0.24038576903311834,0.239447720348835
Pattern3,Neutrophil,D10,10.0,3,3,16,0.01631841929203017,0.02181122823011099,0.0076405499962985636,0.00018174368597095002,0.041132964193821,0.012592718490010946,16,0.008801475094852764,0.00014937191735945
Pattern3,Plasmablast,D10,10.0,3,3,6,0.15581370765964198,0.034712099550116456,0.143294394016266,0.12909791991114591,0.195048809051514,0.020041040019396824,6,0.14245581378539396,0.1385627537965775
Pattern3,T_cell,D10,10.0,3,3,301,0.15379396520861796,0.04807472801868793,0.14822589605706982,0.1087457206361693,0.20441027893261474,0.027755957162807522,301,0.14419533770915227,0.133664935827255
Pattern3,B_cell,D14/15,14.5,3,3,23,0.11546147919108522,0.033080151531668586,0.1149054614620076,0.08266284133060262,0.14881613478064543,0.01909883439164247,23,0.11253689967333748,0.111395411193371
Pattern3,Monocyte,D14/15,14.5,3,3,103,0.3867593257059881,0.14203475634193594,0.3700736572102803,0.25380437738365585,0.5363999425240282,0.08200380480829962,103,0.4454995756878436,0.406389743089676
Pattern3,NK_cell,D14/15,14.5,3,3,144,0.22059165458482874,0.047112792472937745,0.2232191862745418,0.17222008096578065,0.2663356965141638,0.027200583416525582,144,0.2032701158718232,0.194019258022308
Pattern3,Neutrophil,D14/15,14.5,2,2,2,0.0341204330325127,0.01384870631411871,0.0341204330325127,0.0243279188871384,0.043912947177887,0.009792514145374298,2,0.0341204330325127,0.0341204330325127
Pattern3,Plasmablast,D14/15,14.5,3,3,5,0.11083770750297439,0.03126128181371294,0.097830131649971,0.0881803917388122,0.14650259912014,0.018048709470359917,5,0.10177478119730951,0.109580419957638
Pattern3,T_cell,D14/15,14.5,3,3,323,0.12538710466765532,0.031584382938979624,0.11947646179396543,0.09717559323282587,0.1595092589761746,0.018235251992008112,323,0.11629442777680483,0.106172345578671
Pattern3,B_cell,D28,28.0,3,3,56,0.018273664353345185,0.013474550414291296,0.012329729553112389,0.008793092326291965,0.0336981711806312,0.007779535308900264,56,0.013806162064116608,0.0020690446253865498
Pattern3,Monocyte,D28,28.0,3,3,83,0.06975303791395653,0.04552925339516382,0.05219193959791508,0.035619500990927096,0.12144767315302737,0.026286326703700513,83,0.0744645160471042,0.0626498460769653
Pattern3,NK_cell,D28,28.0,3,3,106,0.04202315481199912,0.029628133226177546,0.0311800805199343,0.01934403211896906,0.075545351797094,0.017105810693719702,106,0.026711393173178367,0.0214544525370002
Pattern3,Neutrophil,D28,28.0,3,3,11,0.0043162371484413405,0.004847591481621888,0.0031803305751964004,0.00013746204960322063,0.0096309188205244,0.0027987582468357343,11,0.004109708680578624,0.0001073042076313
Pattern3,Plasmablast,D28,28.0,1,1,1,0.0023710990790277,,0.0023710990790277,0.0023710990790277,0.0023710990790277,,1,0.0023710990790277,0.0023710990790277
Pattern3,T_cell,D28,28.0,3,3,343,0.021734622724159974,0.012418743082722698,0.021649383800557816,0.009358718501597427,0.03419576587032467,0.007169964661806753,343,0.021972482703067144,0.0061260107904672
Pattern4,B_cell,D0,0.0,3,3,73,0.11318870570012046,0.08879396551424934,0.15064535578698277,0.011803754576571153,0.17711700673680747,0.051265219892066206,73,0.12049550579008719,0.0865428745746613
Pattern4,Monocyte,D0,0.0,3,3,110,0.07329819456254612,0.03243538130839251,0.06865958310418818,0.04343184473797552,0.10780315584547467,0.018726576129668573,110,0.0648946362643936,0.05792075768113135
Pattern4,NK_cell,D0,0.0,3,3,88,0.27971186360977884,0.21378928717831971,0.37958388385318564,0.034263593024468054,0.42528811395168287,0.1234313025022611,88,0.16110417616850461,0.0590883772820234
Pattern4,Neutrophil,D0,0.0,2,2,3,0.000952391128521375,0.0005381320319219761,0.000952391128521375,0.00057187431957565,0.0013329079374671,0.00038051680894572493,3,0.0008255521922061333,0.0007059270865283
Pattern4,Plasmablast,D0,0.0,2,2,2,0.15599280782043926,0.1846829356809203,0.15599280782043926,0.0254022516310215,0.286583364009857,0.13059055618941773,2,0.15599280782043926,0.15599280782043926
Pattern4,T_cell,D0,0.0,3,3,324,0.1291401700469074,0.098649626997585,0.1728973216299452,0.01618068148675764,0.19834250702401934,0.05695538870251188,324,0.1417286829219124,0.110843248665333
Pattern4,B_cell,D2,2.0,3,3,38,0.10160607700166807,0.06736146456359242,0.1398200487430585,0.02382766553926529,0.1411705167226804,0.03889115969879752,38,0.11593367911316334,0.10668472200632101
Pattern4,Monocyte,D2,2.0,3,3,86,0.08438325051373613,0.04723777946700169,0.08221958348864644,0.038264483206731106,0.13266568484583083,0.027272744691193604,86,0.07049861265150556,0.059310944750904995
Pattern4,NK_cell,D2,2.0,3,3,118,0.277699770934063,0.18089011004151623,0.35185376194215595,0.07151594196663873,0.4097296088933944,0.10443695372621042,118,0.1738261884794234,0.109162472188473
Pattern4,Neutrophil,D2,2.0,2,2,5,0.010062542849482218,0.004588729719746482,0.010062542849482218,0.006817820947617233,0.0133072647513472,0.0032447219018649828,5,0.00941359846910922,0.0055348477326333
Pattern4,Plasmablast,D2,2.0,3,3,5,0.02397306216281926,0.02276800217129557,0.026604540442349372,3.66074914381898e-06,0.0453109852969646,0.013145112182507482,5,0.025025653474631305,0.0005700813489966
Pattern4,T_cell,D2,2.0,3,3,348,0.155076211408584,0.09187845747073886,0.207110052938497,0.04899050490953321,0.20912807637772174,0.053046052153458666,348,0.17303426121932478,0.135410316288471
Pattern4,B_cell,D4,4.0,3,3,63,0.09190117974816224,0.07326579414200607,0.10851577065692711,0.01175487596293214,0.15543289262462748,0.04230002597027891,63,0.10032533205669678,0.0789056494832039
Pattern4,Monocyte,D4,4.0,3,3,72,0.078576466108275,0.036571544875249114,0.07533261987255706,0.0437349007649126,0.11666187768735532,0.021114591278405554,72,0.07283629141177522,0.07435504719614985
Pattern4,NK_cell,D4,4.0,3,3,103,0.30034270968348203,0.21998396803891063,0.3889057193882764,0.04988072278158083,0.46224168688058875,0.1270078031646671,103,0.13457283597089337,0.0669004172086716
Pattern4,Neutrophil,D4,4.0,3,3,10,0.009520370540687688,0.0017401832476796617,0.010461915439615633,0.00751227651198858,0.01058691967045885,0.00100469526648713,10,0.009012096821970749,0.0050746111664921
Pattern4,Plasmablast,D4,4.0,3,3,4,0.06651493055930292,0.06056975218093441,0.0807878524065018,8.33799931569956e-05,0.11867355927824996,0.034969962726411404,4,0.07955458773903967,0.08509750291705134
Pattern4,T_cell,D4,4.0,3,3,348,0.13388078849141305,0.09859250546848837,0.1749858401804741,0.021386633453227125,0.2052698918405379,0.056922409572311414,348,0.15793864949052214,0.1339503452181815
Pattern4,B_cell,D6,6.0,3,3,61,0.12310558907435924,0.1046290638295397,0.14892317302753463,0.007984614521713382,0.21240897967382968,0.060407618167043285,61,0.12964844805858175,0.0778631269931793
Pattern4,Monocyte,D6,6.0,3,3,64,0.06832235142433872,0.0369732598066311,0.047464935003905945,0.0464904323014244,0.11101168696768579,0.021346521502176436,64,0.0628795982483364,0.04921205714344975
Pattern4,NK_cell,D6,6.0,3,3,110,0.30973868357452466,0.23607130347078323,0.40220071375370026,0.04143169037439573,0.48558364659547804,0.13629583060680253,110,0.14842433866036012,0.05680304393172265
Pattern4,Neutrophil,D6,6.0,3,3,12,0.01819157593349194,0.010133885100493855,0.019142924664265575,0.00761556350820075,0.0278162396280095,0.005850801290706865,12,0.014824796580190482,0.008104922017082551
Pattern4,Plasmablast,D6,6.0,3,3,6,0.12375544272095822,0.106528022124085,0.08491917635883804,0.04209426145560259,0.244252890348434,0.06150398224957889,6,0.09719982372269222,0.042119377749259015
Pattern4,T_cell,D6,6.0,3,3,347,0.15317152090671815,0.12962317116366887,0.17823668088101785,0.012846257955625218,0.2684316238835114,0.07483797276455716,347,0.18537869876302604,0.167371958494186
Pattern4,B_cell,D8,8.0,3,3,60,0.1290580206472092,0.13723444716566202,0.10866199321203976,0.003163069677001395,0.2753489990525865,0.07923234501318445,60,0.14618394790048975,0.09979000687599165
Pattern4,Monocyte,D8,8.0,3,3,88,0.09519021358945796,0.01530253583115182,0.09121559113557728,0.08226714637970142,0.11208790325309521,0.008834923181399397,88,0.09192563516649876,0.09505151584744455
Pattern4,NK_cell,D8,8.0,3,3,105,0.23700813093310505,0.16058029261965778,0.32546536624431593,0.05165007439730808,0.3339089521576912,0.0927110751705083,105,0.08904334612021511,0.0491820238530636
Pattern4,Neutrophil,D8,8.0,2,2,8,0.016618314348761477,0.008306573495006268,0.016618314348761477,0.010744679902018104,0.02249194879550485,0.005873634446743372,8,0.016618314348761477,0.008288257056847199
Pattern4,Plasmablast,D8,8.0,2,2,4,0.06100668987277649,0.08626785743409525,0.06100668987277649,6.102882693426201e-06,0.12200727686285956,0.06100058699008306,4,0.06100668987277649,0.03549487114378281
Pattern4,T_cell,D8,8.0,3,3,335,0.13346782418699563,0.1254612037595097,0.1249497633406597,0.012482710522111322,0.2629709986982159,0.07243505976340742,335,0.16610359372695815,0.144097805023193
Pattern4,B_cell,D10,10.0,3,3,46,0.1181352240330006,0.102104342474442,0.15070663177022264,0.0037188710243280265,0.19998016930445114,0.05894996961304883,46,0.15402875619942766,0.1015158109366895
Pattern4,Monocyte,D10,10.0,3,3,117,0.06312357145285677,0.053098404065185664,0.03554005887610965,0.02949378316794539,0.12433687231451528,0.030656377880574463,117,0.05127426647038187,0.0234321672469378
Pattern4,NK_cell,D10,10.0,3,3,114,0.24586547273629047,0.2090588547917712,0.272814095020294,0.024639065131719984,0.4401432580568574,0.120700186090504,114,0.11135500665820021,0.02442100178450345
Pattern4,Neutrophil,D10,10.0,3,3,16,0.0054321373561894044,0.008527714481283446,0.00084117370715825,0.0001834688737289,0.015271769487681065,0.0049234782513412675,16,0.012524926226743704,0.000902410087292
Pattern4,Plasmablast,D10,10.0,3,3,6,0.08177458971855835,0.014642611686924762,0.08165694713943596,0.0671911537647247,0.0964756682515144,0.008453915799085172,6,0.08171576842899715,0.08195006474852559
Pattern4,T_cell,D10,10.0,3,3,301,0.12275037655527204,0.11421167533888875,0.12414191386218558,0.007849290592776068,0.23625992521085448,0.06594014150150557,301,0.14349330574652908,0.0962257832288742
Pattern4,B_cell,D14/15,14.5,3,3,23,0.1770530745357151,0.17943706001856713,0.15677937865257263,0.008613912191651231,0.3657659327629214,0.10359803490431477,23,0.19990486509725133,0.147784367203712
Pattern4,Monocyte,D14/15,14.5,3,3,103,0.14723399946459995,0.09779430178019524,0.17302987972895303,0.039127578188586906,0.22954454047625986,0.05646156645800723,103,0.12662482253478,0.068458765745163
Pattern4,NK_cell,D14/15,14.5,3,3,144,0.3391066118340516,0.27514207438708244,0.39917148303772715,0.038894014981445464,0.5792543374829823,0.1588533507127741,144,0.24403804772888446,0.09139155223965645
Pattern4,Neutrophil,D14/15,14.5,2,2,2,0.000555577869818,0.0004494683878915493,0.000555577869818,0.0002377557248109,0.0008734000148251,0.0003178221450071,2,0.000555577869818,0.000555577869818
Pattern4,Plasmablast,D14/15,14.5,3,3,5,0.12094081543667333,0.1387609035942455,0.09027291834354396,7.93219442130066e-05,0.272470206022263,0.08011364504313336,5,0.10867365659942159,0.0860890448093414
Pattern4,T_cell,D14/15,14.5,3,3,323,0.12828104605705137,0.10447472689498008,0.13911110771433088,0.01881313980848236,0.22691889064834087,0.06031851169632939,323,0.14758445626592237,0.0965618118643761
Pattern4,B_cell,D28,28.0,3,3,56,0.1432167744951567,0.13017092795206375,0.13933227899380843,0.015031571241339208,0.2752864732503225,0.07515422029378739,56,0.17907814859938753,0.165635958313942
Pattern4,Monocyte,D28,28.0,3,3,83,0.06220246105810993,0.0217125665922415,0.05751535308328018,0.04321625151784505,0.08587577857320455,0.012535756166828307,83,0.05832517850846271,0.0479156486690044
Pattern4,NK_cell,D28,28.0,3,3,106,0.29741843576722055,0.23828565967659504,0.40570270726152546,0.0242193598932581,0.4623332401468781,0.1375742897583097,106,0.10620725318908683,0.0297835096716881
Pattern4,Neutrophil,D28,28.0,3,3,11,0.015893832539990774,0.02311384010113987,0.00493010629143096,0.0003020833901245667,0.0424493079384168,0.013344781804399072,11,0.013900427767525354,0.0025559873320162
Pattern4,Plasmablast,D28,28.0,1,1,1,6.05550170007518e-08,,6.05550170007518e-08,6.05550170007518e-08,6.05550170007518e-08,,1,6.05550170007518e-08,6.05550170007518e-08
Pattern4,T_cell,D28,28.0,3,3,343,0.14602526104341734,0.14690287875815888,0.12866104940909714,0.0085761966634794,0.3008385370576755,0.08481441659575399,343,0.17777960471860427,0.139981836080551
Pattern5,B_cell,D0,0.0,3,3,73,0.13337707775204993,0.028864247422559497,0.13349956398657017,0.10445178212803849,0.16217988714154113,0.01666478101937069,73,0.13100636776840627,0.0833543986082077
Pattern5,Monocyte,D0,0.0,3,3,110,0.21354100821369104,0.046793475026438054,0.23201147641360934,0.16033122854010787,0.24828031968735592,0.027016225402832043,110,0.20318705425858302,0.184830620884895
Pattern5,NK_cell,D0,0.0,3,3,88,0.07377336544502776,0.005908374651932994,0.07134412547677693,0.06946684551876384,0.08050912533954249,0.0034112016957666756,88,0.07706721857447586,0.0157668036408722
Pattern5,Neutrophil,D0,0.0,2,2,3,0.030738526023924323,0.006737712423873957,0.030738526023924323,0.0259742438793182,0.03550280816853045,0.004764282144606124,3,0.03232662007212637,0.0348074212670326
Pattern5,Plasmablast,D0,0.0,2,2,2,0.8388508558273315,0.06957475311632812,0.8388508558273315,0.789654076099396,0.888047635555267,0.049196779727935486,2,0.8388508558273315,0.8388508558273315
Pattern5,T_cell,D0,0.0,3,3,324,0.09220213228328233,0.030354130423257398,0.10762668499316584,0.05723301065917674,0.11174670119750443,0.01752496537088467,324,0.09682123642451963,0.0740749575197697
Pattern5,B_cell,D2,2.0,3,3,38,0.12577080811416735,0.018371487796783298,0.13351670495000387,0.10479486652184272,0.13900085287065547,0.010606783424886763,38,0.12963479735485872,0.06862745434045794
Pattern5,Monocyte,D2,2.0,3,3,86,0.19856244378958943,0.03319746367835277,0.21685939502327237,0.16024227339270952,0.21858566295278645,0.019166564591109797,86,0.1914652090630543,0.1843676641583445
Pattern5,NK_cell,D2,2.0,3,3,118,0.052718671133619534,0.018531233907594605,0.04683301335242434,0.03784504963419903,0.07347795041423524,0.010699012884965666,118,0.04322603169407485,0.00021819880930699998
Pattern5,Neutrophil,D2,2.0,2,2,5,0.04617810637379686,0.010872750487504695,0.04617810637379686,0.03848991077393295,0.05386630197366077,0.0076881955998639095,5,0.04771574549376965,0.0492183566093445
Pattern5,Plasmablast,D2,2.0,3,3,5,0.5654146836863626,0.35706864447750913,0.729339182376862,0.155817598104477,0.8110872705777487,0.2061536780082647,5,0.6636837184429171,0.729339182376862
Pattern5,T_cell,D2,2.0,3,3,348,0.09976589375852134,0.02018618874832845,0.09881959930073929,0.08006949435684775,0.12040858761797697,0.011654501507760024,348,0.1024171832151148,0.07166627049446105
Pattern5,B_cell,D4,4.0,3,3,63,0.135486314165461,0.0721053418814784,0.15406081458414433,0.055910933532184084,0.19648719438005455,0.04163003854528155,63,0.12588740268629603,0.0683945491909981
Pattern5,Monocyte,D4,4.0,3,3,72,0.22041319211588253,0.0581001803836512,0.21109754418349835,0.16753368047889686,0.2826083516852524,0.03354415478446684,72,0.23034524871334838,0.23547779768705351
