subject,broad_cell_type,timepoint_merged,day_merged_numeric,n_cells,pattern,mean_pattern_score
Subject3,Plasmablast,D10,10.0,1,Pattern7,0.0002240303292637
Subject3,Plasmablast,D10,10.0,1,Pattern8,0.0268277749419212
Subject3,Plasmablast,D10,10.0,1,Pattern9,0.0079266913235187
Subject3,Plasmablast,D10,10.0,1,Pattern10,0.0631916970014572
Subject3,Plasmablast,D14/15,14.5,1,Pattern1,8.82675449247472e-05
Subject3,Plasmablast,D14/15,14.5,1,Pattern2,0.0
Subject3,Plasmablast,D14/15,14.5,1,Pattern3,0.14650259912014
Subject3,Plasmablast,D14/15,14.5,1,Pattern4,7.93219442130066e-05
Subject3,Plasmablast,D14/15,14.5,1,Pattern5,0.797341585159302
Subject3,Plasmablast,D14/15,14.5,1,Pattern6,0.111449256539345
Subject3,Plasmablast,D14/15,14.5,1,Pattern7,5.99951135882293e-06
Subject3,Plasmablast,D14/15,14.5,1,Pattern8,0.174382627010345
Subject3,Plasmablast,D14/15,14.5,1,Pattern9,0.0261918101459742
Subject3,Plasmablast,D14/15,14.5,1,Pattern10,0.389912515878677
Subject3,Plasmablast,D2,2.0,3,Pattern1,0.0577317867428064
Subject3,Plasmablast,D2,2.0,3,Pattern2,6.112828714321934e-07
Subject3,Plasmablast,D2,2.0,3,Pattern3,0.013677096871958836
Subject3,Plasmablast,D2,2.0,3,Pattern4,0.026604540442349372
Subject3,Plasmablast,D2,2.0,3,Pattern5,0.8110872705777487
Subject3,Plasmablast,D2,2.0,3,Pattern6,0.09542375306288386
Subject3,Plasmablast,D2,2.0,3,Pattern7,7.647118964841865e-05
Subject3,Plasmablast,D2,2.0,3,Pattern8,0.19454707205295566
Subject3,Plasmablast,D2,2.0,3,Pattern9,0.06484953810771306
Subject3,Plasmablast,D2,2.0,3,Pattern10,0.374694546063741
Subject3,Plasmablast,D28,28.0,1,Pattern1,0.0363401398062706
Subject3,Plasmablast,D28,28.0,1,Pattern2,0.0
Subject3,Plasmablast,D28,28.0,1,Pattern3,0.0023710990790277
Subject3,Plasmablast,D28,28.0,1,Pattern4,6.05550170007518e-08
Subject3,Plasmablast,D28,28.0,1,Pattern5,0.744561016559601
Subject3,Plasmablast,D28,28.0,1,Pattern6,0.164485320448875
Subject3,Plasmablast,D28,28.0,1,Pattern7,7.98025848780526e-06
Subject3,Plasmablast,D28,28.0,1,Pattern8,0.118380308151245
Subject3,Plasmablast,D28,28.0,1,Pattern9,0.05259894952178
Subject3,Plasmablast,D28,28.0,1,Pattern10,0.43023756146431
Subject3,Plasmablast,D4,4.0,1,Pattern1,0.0738444253802299
Subject3,Plasmablast,D4,4.0,1,Pattern2,0.0
Subject3,Plasmablast,D4,4.0,1,Pattern3,0.0002641681348904
Subject3,Plasmablast,D4,4.0,1,Pattern4,8.33799931569956e-05
Subject3,Plasmablast,D4,4.0,1,Pattern5,0.751360535621643
Subject3,Plasmablast,D4,4.0,1,Pattern6,0.0976386144757271
Subject3,Plasmablast,D4,4.0,1,Pattern7,0.0
Subject3,Plasmablast,D4,4.0,1,Pattern8,0.173282161355019
Subject3,Plasmablast,D4,4.0,1,Pattern9,0.0374832004308701
Subject3,Plasmablast,D4,4.0,1,Pattern10,0.415292531251907
Subject3,Plasmablast,D6,6.0,2,Pattern1,0.0001423681214873584
Subject3,Plasmablast,D6,6.0,2,Pattern2,8.0174695540336e-06
Subject3,Plasmablast,D6,6.0,2,Pattern3,0.005580191856442888
Subject3,Plasmablast,D6,6.0,2,Pattern4,0.04209426145560259
Subject3,Plasmablast,D6,6.0,2,Pattern5,0.7126611769199375
Subject3,Plasmablast,D6,6.0,2,Pattern6,0.16822229698300348
Subject3,Plasmablast,D6,6.0,2,Pattern7,3.43812016581069e-05
Subject3,Plasmablast,D6,6.0,2,Pattern8,0.134911239147186
Subject3,Plasmablast,D6,6.0,2,Pattern9,0.20169964060187365
Subject3,Plasmablast,D6,6.0,2,Pattern10,0.361980855464935
Subject3,T_cell,D0,0.0,81,Pattern1,0.09642244628296016
Subject3,T_cell,D0,0.0,81,Pattern2,0.0021497162391891787
Subject3,T_cell,D0,0.0,81,Pattern3,0.01827136920907214
Subject3,T_cell,D0,0.0,81,Pattern4,0.01618068148675764
Subject3,T_cell,D0,0.0,81,Pattern5,0.05723301065917674
Subject3,T_cell,D0,0.0,81,Pattern6,0.613422065237422
Subject3,T_cell,D0,0.0,81,Pattern7,0.28622530179507766
Subject3,T_cell,D0,0.0,81,Pattern8,0.0038920616736064484
Subject3,T_cell,D0,0.0,81,Pattern9,0.04275753425001079
Subject3,T_cell,D0,0.0,81,Pattern10,0.009916739207105698
Subject3,T_cell,D10,10.0,55,Pattern1,0.08427788001787456
Subject3,T_cell,D10,10.0,55,Pattern2,0.0004971372355839735
Subject3,T_cell,D10,10.0,55,Pattern3,0.20441027893261474
Subject3,T_cell,D10,10.0,55,Pattern4,0.007849290592776068
Subject3,T_cell,D10,10.0,55,Pattern5,0.0774940027053702
Subject3,T_cell,D10,10.0,55,Pattern6,0.6112472149458799
Subject3,T_cell,D10,10.0,55,Pattern7,0.28696445632614825
Subject3,T_cell,D10,10.0,55,Pattern8,0.0024087950071971483
Subject3,T_cell,D10,10.0,55,Pattern9,0.038070500159178795
Subject3,T_cell,D10,10.0,55,Pattern10,0.005293605777962074
Subject3,T_cell,D14/15,14.5,59,Pattern1,0.06569655437729642
Subject3,T_cell,D14/15,14.5,59,Pattern2,0.0010144886878864661
Subject3,T_cell,D14/15,14.5,59,Pattern3,0.1595092589761746
Subject3,T_cell,D14/15,14.5,59,Pattern4,0.01881313980848236
Subject3,T_cell,D14/15,14.5,59,Pattern5,0.09613064699038598
Subject3,T_cell,D14/15,14.5,59,Pattern6,0.6342941569440635
Subject3,T_cell,D14/15,14.5,59,Pattern7,0.30010044841944006
Subject3,T_cell,D14/15,14.5,59,Pattern8,0.0036845185285929887
Subject3,T_cell,D14/15,14.5,59,Pattern9,0.0395601025390046
Subject3,T_cell,D14/15,14.5,59,Pattern10,0.007763568465658867
Subject3,T_cell,D2,2.0,77,Pattern1,0.08175728821510786
Subject3,T_cell,D2,2.0,77,Pattern2,0.0031899669534665156
Subject3,T_cell,D2,2.0,77,Pattern3,0.01573977186556633
Subject3,T_cell,D2,2.0,77,Pattern4,0.04899050490953321
Subject3,T_cell,D2,2.0,77,Pattern5,0.09881959930073929
Subject3,T_cell,D2,2.0,77,Pattern6,0.6725537788558316
Subject3,T_cell,D2,2.0,77,Pattern7,0.25017422626049
Subject3,T_cell,D2,2.0,77,Pattern8,0.004381555199006752
Subject3,T_cell,D2,2.0,77,Pattern9,0.032460218114111726
Subject3,T_cell,D2,2.0,77,Pattern10,0.009956916665838018
Subject3,T_cell,D28,28.0,59,Pattern1,0.09012039416529467
Subject3,T_cell,D28,28.0,59,Pattern2,0.0022345030724387036
Subject3,T_cell,D28,28.0,59,Pattern3,0.021649383800557816
Subject3,T_cell,D28,28.0,59,Pattern4,0.0085761966634794
Subject3,T_cell,D28,28.0,59,Pattern5,0.045750922631431795
Subject3,T_cell,D28,28.0,59,Pattern6,0.5991074915154505
Subject3,T_cell,D28,28.0,59,Pattern7,0.24558069551459102
Subject3,T_cell,D28,28.0,59,Pattern8,0.005887596967171773
Subject3,T_cell,D28,28.0,59,Pattern9,0.05908938247514273
Subject3,T_cell,D28,28.0,59,Pattern10,0.009512918684281408
Subject3,T_cell,D4,4.0,68,Pattern1,0.09954368574162686
Subject3,T_cell,D4,4.0,68,Pattern2,0.0025306861747885503
Subject3,T_cell,D4,4.0,68,Pattern3,0.025117916806268785
Subject3,T_cell,D4,4.0,68,Pattern4,0.021386633453227125
Subject3,T_cell,D4,4.0,68,Pattern5,0.0977113578440296
Subject3,T_cell,D4,4.0,68,Pattern6,0.6645042265162749
Subject3,T_cell,D4,4.0,68,Pattern7,0.27134635944788205
Subject3,T_cell,D4,4.0,68,Pattern8,0.00810549463052972
Subject3,T_cell,D4,4.0,68,Pattern9,0.03972856576304822
Subject3,T_cell,D4,4.0,68,Pattern10,0.014036446925393613
Subject3,T_cell,D6,6.0,63,Pattern1,0.10538375482705095
Subject3,T_cell,D6,6.0,63,Pattern2,0.004223134954785887
Subject3,T_cell,D6,6.0,63,Pattern3,0.03045012170639213
Subject3,T_cell,D6,6.0,63,Pattern4,0.012846257955625218
Subject3,T_cell,D6,6.0,63,Pattern5,0.1366536273028595
Subject3,T_cell,D6,6.0,63,Pattern6,0.6439907271710653
Subject3,T_cell,D6,6.0,63,Pattern7,0.2723500427627375
Subject3,T_cell,D6,6.0,63,Pattern8,0.003253329963625219
Subject3,T_cell,D6,6.0,63,Pattern9,0.030268659215500447
Subject3,T_cell,D6,6.0,63,Pattern10,0.00823594192260701
Subject3,T_cell,D8,8.0,48,Pattern1,0.08811550994512868
Subject3,T_cell,D8,8.0,48,Pattern2,0.0016673557817436125
Subject3,T_cell,D8,8.0,48,Pattern3,0.043104103624857025
Subject3,T_cell,D8,8.0,48,Pattern4,0.012482710522111322
Subject3,T_cell,D8,8.0,48,Pattern5,0.11381206011901668
Subject3,T_cell,D8,8.0,48,Pattern6,0.6462991399069627
Subject3,T_cell,D8,8.0,48,Pattern7,0.3201614907702605
Subject3,T_cell,D8,8.0,48,Pattern8,0.00545187068890483
Subject3,T_cell,D8,8.0,48,Pattern9,0.035448407605658865
Subject3,T_cell,D8,8.0,48,Pattern10,0.0077151558393892304
Subject5,B_cell,D0,0.0,27,Pattern1,0.08073684439659694
Subject5,B_cell,D0,0.0,27,Pattern2,0.01381664498141523
Subject5,B_cell,D0,0.0,27,Pattern3,0.006747189368835993
Subject5,B_cell,D0,0.0,27,Pattern4,0.17711700673680747
Subject5,B_cell,D0,0.0,27,Pattern5,0.10445178212803849
Subject5,B_cell,D0,0.0,27,Pattern6,0.016513714895948103
Subject5,B_cell,D0,0.0,27,Pattern7,0.02655065327069515
Subject5,B_cell,D0,0.0,27,Pattern8,0.004329477098169539
Subject5,B_cell,D0,0.0,27,Pattern9,0.019781484200782146
Subject5,B_cell,D0,0.0,27,Pattern10,0.723357288925736
Subject5,B_cell,D10,10.0,21,Pattern1,0.03902977749466309
Subject5,B_cell,D10,10.0,21,Pattern2,0.003909174182933287
Subject5,B_cell,D10,10.0,21,Pattern3,0.10933028658231106
Subject5,B_cell,D10,10.0,21,Pattern4,0.19998016930445114
Subject5,B_cell,D10,10.0,21,Pattern5,0.0861788190602619
Subject5,B_cell,D10,10.0,21,Pattern6,0.010105890024284405
Subject5,B_cell,D10,10.0,21,Pattern7,0.05350850197434434
Subject5,B_cell,D10,10.0,21,Pattern8,0.0036419175193032048
Subject5,B_cell,D10,10.0,21,Pattern9,0.0011391672873871956
Subject5,B_cell,D10,10.0,21,Pattern10,0.672256255433673
Subject5,B_cell,D14/15,14.5,9,Pattern1,0.014104894284779821
Subject5,B_cell,D14/15,14.5,9,Pattern2,0.010442943541837248
Subject5,B_cell,D14/15,14.5,9,Pattern3,0.1149054614620076
Subject5,B_cell,D14/15,14.5,9,Pattern4,0.3657659327629214
Subject5,B_cell,D14/15,14.5,9,Pattern5,0.13984472242494417
Subject5,B_cell,D14/15,14.5,9,Pattern6,0.017021183087510716
Subject5,B_cell,D14/15,14.5,9,Pattern7,0.04421201570384407
Subject5,B_cell,D14/15,14.5,9,Pattern8,0.002000842838953066
Subject5,B_cell,D14/15,14.5,9,Pattern9,0.0022389136296911702
Subject5,B_cell,D14/15,14.5,9,Pattern10,0.6534080074893104
Subject5,B_cell,D2,2.0,15,Pattern1,0.08056421232964416
Subject5,B_cell,D2,2.0,15,Pattern2,0.0051994228740113585
Subject5,B_cell,D2,2.0,15,Pattern3,0.009465398170865068
Subject5,B_cell,D2,2.0,15,Pattern4,0.1398200487430585
Subject5,B_cell,D2,2.0,15,Pattern5,0.13351670495000387
Subject5,B_cell,D2,2.0,15,Pattern6,0.029633739620582362
Subject5,B_cell,D2,2.0,15,Pattern7,0.08283049327822792
Subject5,B_cell,D2,2.0,15,Pattern8,0.005989080194452352
Subject5,B_cell,D2,2.0,15,Pattern9,0.017769523377148756
Subject5,B_cell,D2,2.0,15,Pattern10,0.6699720919132234
Subject5,B_cell,D28,28.0,31,Pattern1,0.06319552112324246
Subject5,B_cell,D28,28.0,31,Pattern2,0.01339762187972008
Subject5,B_cell,D28,28.0,31,Pattern3,0.008793092326291965
Subject5,B_cell,D28,28.0,31,Pattern4,0.2752864732503225
Subject5,B_cell,D28,28.0,31,Pattern5,0.07263846283576789
Subject5,B_cell,D28,28.0,31,Pattern6,0.01321488109904073
Subject5,B_cell,D28,28.0,31,Pattern7,0.0429271906673705
Subject5,B_cell,D28,28.0,31,Pattern8,0.0031851684774414674
Subject5,B_cell,D28,28.0,31,Pattern9,0.002105346705625194
Subject5,B_cell,D28,28.0,31,Pattern10,0.6814898194805267
Subject5,B_cell,D4,4.0,25,Pattern1,0.061837722058985495
Subject5,B_cell,D4,4.0,25,Pattern2,0.005458999102681898
Subject5,B_cell,D4,4.0,25,Pattern3,0.0011643023583051467
Subject5,B_cell,D4,4.0,25,Pattern4,0.10851577065692711
Subject5,B_cell,D4,4.0,25,Pattern5,0.055910933532184084
Subject5,B_cell,D4,4.0,25,Pattern6,0.02209858540057893
Subject5,B_cell,D4,4.0,25,Pattern7,0.050086204217295746
Subject5,B_cell,D4,4.0,25,Pattern8,0.0008768934420413588
Subject5,B_cell,D4,4.0,25,Pattern9,0.001726062950598781
Subject5,B_cell,D4,4.0,25,Pattern10,0.6986952996253968
Subject5,B_cell,D6,6.0,17,Pattern1,0.07562916573276797
Subject5,B_cell,D6,6.0,17,Pattern2,0.008594278820523589
Subject5,B_cell,D6,6.0,17,Pattern3,0.0031721921489251794
Subject5,B_cell,D6,6.0,17,Pattern4,0.21240897967382968
Subject5,B_cell,D6,6.0,17,Pattern5,0.09229559177423219
Subject5,B_cell,D6,6.0,17,Pattern6,0.022941786394859356
Subject5,B_cell,D6,6.0,17,Pattern7,0.047808309155007764
Subject5,B_cell,D6,6.0,17,Pattern8,0.007787655787818516
Subject5,B_cell,D6,6.0,17,Pattern9,0.0028287287318896786
Subject5,B_cell,D6,6.0,17,Pattern10,0.7412017653970158
Subject5,B_cell,D8,8.0,23,Pattern1,0.058860937989724395
Subject5,B_cell,D8,8.0,23,Pattern2,0.0013309205061872089
Subject5,B_cell,D8,8.0,23,Pattern3,0.009329717093229798
Subject5,B_cell,D8,8.0,23,Pattern4,0.2753489990525865
Subject5,B_cell,D8,8.0,23,Pattern5,0.051640997260407204
Subject5,B_cell,D8,8.0,23,Pattern6,0.019496002515693237
Subject5,B_cell,D8,8.0,23,Pattern7,0.024245893621352727
Subject5,B_cell,D8,8.0,23,Pattern8,0.0011569459527757406
Subject5,B_cell,D8,8.0,23,Pattern9,0.0004374196305239744
Subject5,B_cell,D8,8.0,23,Pattern10,0.6918215505454852
Subject5,Monocyte,D0,0.0,49,Pattern1,0.19068034294630645
Subject5,Monocyte,D0,0.0,49,Pattern2,0.48991820824389554
Subject5,Monocyte,D0,0.0,49,Pattern3,0.03405762912483778
Subject5,Monocyte,D0,0.0,49,Pattern4,0.04343184473797552
Subject5,Monocyte,D0,0.0,49,Pattern5,0.16033122854010787
Subject5,Monocyte,D0,0.0,49,Pattern6,0.0018188992839745096
Subject5,Monocyte,D0,0.0,49,Pattern7,0.012187994615448255
Subject5,Monocyte,D0,0.0,49,Pattern8,0.26294916123151774
Subject5,Monocyte,D0,0.0,49,Pattern9,0.0033987245570418047
Subject5,Monocyte,D0,0.0,49,Pattern10,0.05829183498238417
Subject5,Monocyte,D10,10.0,45,Pattern1,0.1797703424319884
Subject5,Monocyte,D10,10.0,45,Pattern2,0.41002536051803173
Subject5,Monocyte,D10,10.0,45,Pattern3,0.2864902564220958
Subject5,Monocyte,D10,10.0,45,Pattern4,0.03554005887610965
Subject5,Monocyte,D10,10.0,45,Pattern5,0.07444957704987651
Subject5,Monocyte,D10,10.0,45,Pattern6,0.004898166974138331
Subject5,Monocyte,D10,10.0,45,Pattern7,0.017856369399587235
Subject5,Monocyte,D10,10.0,45,Pattern8,0.23449134901165966
Subject5,Monocyte,D10,10.0,45,Pattern9,0.009294451730093864
Subject5,Monocyte,D10,10.0,45,Pattern10,0.03470765666511902
Subject5,Monocyte,D14/15,14.5,41,Pattern1,0.039511279472975835
Subject5,Monocyte,D14/15,14.5,41,Pattern2,0.4372702855162504
Subject5,Monocyte,D14/15,14.5,41,Pattern3,0.3700736572102803
Subject5,Monocyte,D14/15,14.5,41,Pattern4,0.22954454047625986
Subject5,Monocyte,D14/15,14.5,41,Pattern5,0.14071961872569544
Subject5,Monocyte,D14/15,14.5,41,Pattern6,0.002050472521104414
Subject5,Monocyte,D14/15,14.5,41,Pattern7,0.016555388005289662
Subject5,Monocyte,D14/15,14.5,41,Pattern8,0.24317311095755276
Subject5,Monocyte,D14/15,14.5,41,Pattern9,0.005539907664334909
Subject5,Monocyte,D14/15,14.5,41,Pattern10,0.032731261044458664
Subject5,Monocyte,D2,2.0,39,Pattern1,0.23468165282545855
Subject5,Monocyte,D2,2.0,39,Pattern2,0.41292856213374013
Subject5,Monocyte,D2,2.0,39,Pattern3,0.06710289198973528
Subject5,Monocyte,D2,2.0,39,Pattern4,0.038264483206731106
Subject5,Monocyte,D2,2.0,39,Pattern5,0.16024227339270952
Subject5,Monocyte,D2,2.0,39,Pattern6,0.0016688858281959696
Subject5,Monocyte,D2,2.0,39,Pattern7,0.021532148118292477
Subject5,Monocyte,D2,2.0,39,Pattern8,0.29817085961500805
Subject5,Monocyte,D2,2.0,39,Pattern9,0.00734749695257673
Subject5,Monocyte,D2,2.0,39,Pattern10,0.05881381951497557
Subject5,Monocyte,D28,28.0,18,Pattern1,0.23041832699851097
Subject5,Monocyte,D28,28.0,18,Pattern2,0.35915500256750327
Subject5,Monocyte,D28,28.0,18,Pattern3,0.035619500990927096
Subject5,Monocyte,D28,28.0,18,Pattern4,0.08587577857320455
Subject5,Monocyte,D28,28.0,18,Pattern5,0.22504891161470805
Subject5,Monocyte,D28,28.0,18,Pattern6,0.0024395976472533173
Subject5,Monocyte,D28,28.0,18,Pattern7,0.0019359623508449027
Subject5,Monocyte,D28,28.0,18,Pattern8,0.2652815083662668
Subject5,Monocyte,D28,28.0,18,Pattern9,0.002803245919393984
Subject5,Monocyte,D28,28.0,18,Pattern10,0.13268622010946268
Subject5,Monocyte,D4,4.0,24,Pattern1,0.21685533265696225
Subject5,Monocyte,D4,4.0,24,Pattern2,0.4221949093043804
Subject5,Monocyte,D4,4.0,24,Pattern3,0.02862684321050296
Subject5,Monocyte,D4,4.0,24,Pattern4,0.0437349007649126
Subject5,Monocyte,D4,4.0,24,Pattern5,0.16753368047889686
Subject5,Monocyte,D4,4.0,24,Pattern6,0.00466840451793615
Subject5,Monocyte,D4,4.0,24,Pattern7,0.017780563783058305
Subject5,Monocyte,D4,4.0,24,Pattern8,0.24539854377508163
Subject5,Monocyte,D4,4.0,24,Pattern9,0.0058635059334481805
Subject5,Monocyte,D4,4.0,24,Pattern10,0.08535847567706382
Subject5,Monocyte,D6,6.0,17,Pattern1,0.2292071448294284
Subject5,Monocyte,D6,6.0,17,Pattern2,0.5144578323644751
Subject5,Monocyte,D6,6.0,17,Pattern3,0.019183572449933847
Subject5,Monocyte,D6,6.0,17,Pattern4,0.047464935003905945
Subject5,Monocyte,D6,6.0,17,Pattern5,0.20263614830371493
Subject5,Monocyte,D6,6.0,17,Pattern6,3.800303499487567e-05
Subject5,Monocyte,D6,6.0,17,Pattern7,0.008730927103188684
Subject5,Monocyte,D6,6.0,17,Pattern8,0.25401221434859667
Subject5,Monocyte,D6,6.0,17,Pattern9,0.0013410322404718601
Subject5,Monocyte,D6,6.0,17,Pattern10,0.06841655271521108
Subject5,Monocyte,D8,8.0,25,Pattern1,0.1133958272003179
Subject5,Monocyte,D8,8.0,25,Pattern2,0.3734279659390449
Subject5,Monocyte,D8,8.0,25,Pattern3,0.035879512385588244
Subject5,Monocyte,D8,8.0,25,Pattern4,0.09121559113557728
Subject5,Monocyte,D8,8.0,25,Pattern5,0.17805798602705405
Subject5,Monocyte,D8,8.0,25,Pattern6,0.013333944976534437
Subject5,Monocyte,D8,8.0,25,Pattern7,0.06376661358851154
Subject5,Monocyte,D8,8.0,25,Pattern8,0.28371261715888973
Subject5,Monocyte,D8,8.0,25,Pattern9,0.00832011021119114
Subject5,Monocyte,D8,8.0,25,Pattern10,0.061771547267453555
Subject5,NK_cell,D0,0.0,21,Pattern1,0.2354851915013223
Subject5,NK_cell,D0,0.0,21,Pattern2,0.0162198868119525
Subject5,NK_cell,D0,0.0,21,Pattern3,0.02417480457275122
Subject5,NK_cell,D0,0.0,21,Pattern4,0.37958388385318564
Subject5,NK_cell,D0,0.0,21,Pattern5,0.07134412547677693
Subject5,NK_cell,D0,0.0,21,Pattern6,0.0001556282081020511
Subject5,NK_cell,D0,0.0,21,Pattern7,0.03993813812485315
Subject5,NK_cell,D0,0.0,21,Pattern8,0.007200742874634392
Subject5,NK_cell,D0,0.0,21,Pattern9,0.48693783297425214
Subject5,NK_cell,D0,0.0,21,Pattern10,0.021502913769538848
Subject5,NK_cell,D10,10.0,22,Pattern1,0.13514175554886065
Subject5,NK_cell,D10,10.0,22,Pattern2,0.007181175934585383
Subject5,NK_cell,D10,10.0,22,Pattern3,0.2523415762592446
Subject5,NK_cell,D10,10.0,22,Pattern4,0.4401432580568574
Subject5,NK_cell,D10,10.0,22,Pattern5,0.11093196659997127
Subject5,NK_cell,D10,10.0,22,Pattern6,0.0062516751778373784
Subject5,NK_cell,D10,10.0,22,Pattern7,0.034994614780881506
Subject5,NK_cell,D10,10.0,22,Pattern8,0.0027785765653592577
Subject5,NK_cell,D10,10.0,22,Pattern9,0.4886863292618232
Subject5,NK_cell,D10,10.0,22,Pattern10,0.01688672718182717
Subject5,NK_cell,D14/15,14.5,36,Pattern1,0.07947029516785951
Subject5,NK_cell,D14/15,14.5,36,Pattern2,0.002100157300231347
Subject5,NK_cell,D14/15,14.5,36,Pattern3,0.2232191862745418
Subject5,NK_cell,D14/15,14.5,36,Pattern4,0.5792543374829823
Subject5,NK_cell,D14/15,14.5,36,Pattern5,0.21702323324027223
Subject5,NK_cell,D14/15,14.5,36,Pattern6,0.01873406095865942
Subject5,NK_cell,D14/15,14.5,36,Pattern7,0.00715133102831246
Subject5,NK_cell,D14/15,14.5,36,Pattern8,0.002194457570976421
Subject5,NK_cell,D14/15,14.5,36,Pattern9,0.5376828528112836
Subject5,NK_cell,D14/15,14.5,36,Pattern10,0.012350026648309469
Subject5,NK_cell,D2,2.0,31,Pattern1,0.24107949278797397
Subject5,NK_cell,D2,2.0,31,Pattern2,0.015088864626461007
Subject5,NK_cell,D2,2.0,31,Pattern3,0.021158728680617394
Subject5,NK_cell,D2,2.0,31,Pattern4,0.35185376194215595
Subject5,NK_cell,D2,2.0,31,Pattern5,0.04683301335242434
Subject5,NK_cell,D2,2.0,31,Pattern6,0.020987165972822342
Subject5,NK_cell,D2,2.0,31,Pattern7,0.030225248580285143
Subject5,NK_cell,D2,2.0,31,Pattern8,0.006653891630033691
Subject5,NK_cell,D2,2.0,31,Pattern9,0.48444926450329445
Subject5,NK_cell,D2,2.0,31,Pattern10,0.02736156065713011
Subject5,NK_cell,D28,28.0,9,Pattern1,0.21746032767825657
Subject5,NK_cell,D28,28.0,9,Pattern2,0.016306728303283703
Subject5,NK_cell,D28,28.0,9,Pattern3,0.0311800805199343
Subject5,NK_cell,D28,28.0,9,Pattern4,0.40570270726152546
Subject5,NK_cell,D28,28.0,9,Pattern5,0.012020605189516352
Subject5,NK_cell,D28,28.0,9,Pattern6,0.03440607043890193
Subject5,NK_cell,D28,28.0,9,Pattern7,0.019453048080069663
Subject5,NK_cell,D28,28.0,9,Pattern8,0.0041424127007682375
Subject5,NK_cell,D28,28.0,9,Pattern9,0.36250743352704584
Subject5,NK_cell,D28,28.0,9,Pattern10,0.023365330188028107
Subject5,NK_cell,D4,4.0,16,Pattern1,0.22363856094699489
Subject5,NK_cell,D4,4.0,16,Pattern2,0.008793849600380084
Subject5,NK_cell,D4,4.0,16,Pattern3,0.016897799846205427
Subject5,NK_cell,D4,4.0,16,Pattern4,0.3889057193882764
Subject5,NK_cell,D4,4.0,16,Pattern5,0.017147063447488616
Subject5,NK_cell,D4,4.0,16,Pattern6,0.018150767270221028
Subject5,NK_cell,D4,4.0,16,Pattern7,0.034803569871339625
Subject5,NK_cell,D4,4.0,16,Pattern8,0.01239373552654044
Subject5,NK_cell,D4,4.0,16,Pattern9,0.39740531146526337
Subject5,NK_cell,D4,4.0,16,Pattern10,0.01662488429555251
Subject5,NK_cell,D6,6.0,20,Pattern1,0.18816416661152857
Subject5,NK_cell,D6,6.0,20,Pattern2,0.004194525005579651
Subject5,NK_cell,D6,6.0,20,Pattern3,0.02901441873485665
Subject5,NK_cell,D6,6.0,20,Pattern4,0.48558364659547804
Subject5,NK_cell,D6,6.0,20,Pattern5,0.07535861215646937
Subject5,NK_cell,D6,6.0,20,Pattern6,0.03747893531032105
Subject5,NK_cell,D6,6.0,20,Pattern7,0.017034614521156743
Subject5,NK_cell,D6,6.0,20,Pattern8,0.012445976307724014
Subject5,NK_cell,D6,6.0,20,Pattern9,0.40693356096744526
Subject5,NK_cell,D6,6.0,20,Pattern10,0.031964847921349814
Subject5,NK_cell,D8,8.0,11,Pattern1,0.15230519961332073
Subject5,NK_cell,D8,8.0,11,Pattern2,0.01070678963004536
Subject5,NK_cell,D8,8.0,11,Pattern3,0.0233363809741356
Subject5,NK_cell,D8,8.0,11,Pattern4,0.3339089521576912
Subject5,NK_cell,D8,8.0,11,Pattern5,0.10388565307322942
Subject5,NK_cell,D8,8.0,11,Pattern6,0.07560388112575699
Subject5,NK_cell,D8,8.0,11,Pattern7,0.07297180699185907
Subject5,NK_cell,D8,8.0,11,Pattern8,0.01641420538693306
Subject5,NK_cell,D8,8.0,11,Pattern9,0.4374582564288918
Subject5,NK_cell,D8,8.0,11,Pattern10,0.027308788425960486
Subject5,Neutrophil,D10,10.0,2,Pattern1,0.01826652977615595
Subject5,Neutrophil,D10,10.0,2,Pattern2,0.0001915171387735981
Subject5,Neutrophil,D10,10.0,2,Pattern3,0.00018174368597095002
Subject5,Neutrophil,D10,10.0,2,Pattern4,0.00084117370715825
Subject5,Neutrophil,D10,10.0,2,Pattern5,0.052445899695158
Subject5,Neutrophil,D10,10.0,2,Pattern6,0.0001383261369482793
Subject5,Neutrophil,D10,10.0,2,Pattern7,0.0304107097908854
Subject5,Neutrophil,D10,10.0,2,Pattern8,0.0143393510952592
Subject5,Neutrophil,D10,10.0,2,Pattern9,0.00514079647837205
Subject5,Neutrophil,D10,10.0,2,Pattern10,0.00093649984046345
Subject5,Neutrophil,D14/15,14.5,1,Pattern1,0.0003487763460725
Subject5,Neutrophil,D14/15,14.5,1,Pattern2,0.0002439163217786
Subject5,Neutrophil,D14/15,14.5,1,Pattern3,0.043912947177887
Subject5,Neutrophil,D14/15,14.5,1,Pattern4,0.0008734000148251
Subject5,Neutrophil,D14/15,14.5,1,Pattern5,0.015987902879715
Subject5,Neutrophil,D14/15,14.5,1,Pattern6,0.0005674469284713
Subject5,Neutrophil,D14/15,14.5,1,Pattern7,0.0407195203006268
Subject5,Neutrophil,D14/15,14.5,1,Pattern8,0.0014089102623984
Subject5,Neutrophil,D14/15,14.5,1,Pattern9,0.0004732032830361
Subject5,Neutrophil,D14/15,14.5,1,Pattern10,0.0001011240747175
Subject5,Neutrophil,D28,28.0,3,Pattern1,9.793950994206753e-05
Subject5,Neutrophil,D28,28.0,3,Pattern2,0.00018221130691621818
Subject5,Neutrophil,D28,28.0,3,Pattern3,0.00013746204960322063
