subject,broad_cell_type,timepoint_merged,day_merged_numeric,n_cells,Pattern1,Pattern2,Pattern3,Pattern4,Pattern5,Pattern6,Pattern7,Pattern8,Pattern9,Pattern10,ifn_program_score,translation_program_score,mito_program_score,plasmablast_program_score
Subject3,B_cell,D8,8.0,15,0.00015170765768743015,2.435375677123377e-07,0.027053872883444314,0.003163069677001395,0.16434983758548086,0.3105296254158019,0.010282070139442104,0.03142150329683015,0.07457891894547022,0.5662912487983702,-0.08419337942865164,2.022100028537569,2.8661640726725253,0.2298344108793468
Subject3,Monocyte,D0,0.0,40,0.01682490638353894,0.03965394871460431,0.05530548913332591,0.06865958310418818,0.23201147641360934,0.07361720998321036,0.019199498452888968,0.7331326514482498,0.022795590085512157,0.06824349591275902,-0.27898987554510435,1.35691932093124,2.7623679599761966,-0.12234015295406184
Subject3,Monocyte,D10,10.0,48,0.01615926052969503,0.01915642351946662,0.5921300991127888,0.02949378316794539,0.22558039184436993,0.032896442976699504,0.008651429308064467,0.7023279623438915,0.04366246304310121,0.05266410684328093,1.5277048851384054,0.8015766689667894,2.359698465665181,-0.21956377251280676
Subject3,Monocyte,D14/15,14.5,53,0.01919278790209112,0.03571771738045256,0.5363999425240282,0.039127578188586906,0.19387454976107332,0.03615489604568265,0.014064016897760975,0.7039812938222345,0.02649534513581425,0.0316501679596957,1.2937244379295494,0.7315425452563595,2.0740089517269498,-0.19170647196424825
Subject3,Monocyte,D2,2.0,33,0.03482914682738491,0.057772439384500524,0.04667546493942177,0.08221958348864644,0.21685939502327237,0.07357868050705677,0.007036185898121424,0.7147715570348683,0.017867923770163902,0.0686303649770632,-0.3334934720547512,1.420166556895627,2.7708175566702176,-0.16747340155370302
Subject3,Monocyte,D28,28.0,34,0.02941750668349595,0.01822482465259574,0.05219193959791508,0.05751535308328018,0.20630320491940024,0.1284241578379057,0.01567808747809935,0.6903417298898977,0.059207827214480584,0.06750250691079464,-0.20160129925783932,1.4654059553919143,2.720336302588967,-0.1244438293400932
Subject3,Monocyte,D4,4.0,34,0.01892804312625508,0.04194693102979672,0.08193644677333747,0.07533261987255706,0.2826083516852524,0.05991781001937532,0.011426480756257967,0.723016717854668,0.05203558974657636,0.08117330565958893,-0.2660892555292915,1.3311785350040513,2.698745521096623,-0.22311193438137278
Subject3,Monocyte,D6,6.0,31,0.01868761715229676,0.028098280321050006,0.06615775381813895,0.0464904323014244,0.24191898514829385,0.08382301626636854,0.038119597439190564,0.7312997002755443,0.04875546933512042,0.060129788384132986,-0.23261768178914186,1.3922127432694473,2.754755340083953,-0.15103402306956626
Subject3,Monocyte,D8,8.0,42,0.017096134655109337,0.03911403657827707,0.1451913212470649,0.08226714637970142,0.24029700142133673,0.031185876608314306,0.008399272703722233,0.760633477142879,0.011765394934857079,0.05546097535779199,0.1700874341480317,1.3498913268074464,2.790491521926153,-0.16070040589760218
Subject3,NK_cell,D0,0.0,57,0.06758202938716579,0.0023581232631080993,0.010638301678144741,0.034263593024468054,0.08050912533954249,0.49300612430823476,0.03281036437799824,0.00422546645274067,0.5366371050477028,0.02834894045251425,-0.1260391350099218,1.6518466118369695,2.705183507685075,-0.14506584516742774
